examQID,examQ Score1,examQ Score2,examQ Score3,examQ Score4
1774,56,54,31,31
1775,51,43,57,39
1776,31,36,55,46
1777,60,55,36,55
1778,59,42,59,42
1781,51,58,38,49
1782,49,44,59,43
1783,50,59,54,46
1784,44,48,59,41
1785,41,48,40,50
1786,56,34,35,45
1787,46,42,39,47
1788,46,54,37,36
1791,46,42,34,36
1792,31,49,43,60
1793,43,30,49,53
1794,49,37,31,33
1795,57,48,33,46
1796,33,58,57,43
1797,49,40,55,49
1798,31,60,30,50
1801,35,32,51,44
1802,42,31,58,54
1803,34,55,52,50
1804,43,54,49,42
1805,32,47,35,38
1806,47,39,31,42
1807,33,45,31,51
1808,41,55,54,35
1811,52,42,59,33
1812,39,56,41,40
1813,45,52,52,43
1814,31,39,59,38
1815,51,30,47,33
1816,60,50,49,57
1817,51,32,35,53
1818,48,55,44,43
1821,40,58,41,49
1822,52,30,41,49
1823,40,32,33,37
1824,58,31,46,43
1825,37,51,40,57
1826,30,56,47,60
1827,56,47,44,43
1828,36,42,37,51
1831,45,34,49,54
1832,50,43,32,47
1833,59,57,46,36
1834,58,44,37,36
1835,56,34,44,46
1836,50,51,55,53
1837,42,59,38,50
1838,49,36,43,45
1841,42,52,31,38
1842,41,47,41,40
1843,38,41,55,37
1844,52,53,31,32
1845,43,56,60,34
1846,41,43,43,48
1847,59,31,37,31
1848,45,37,41,33
1851,55,39,30,45
1852,31,56,52,51
1853,32,48,53,45
1854,56,33,51,33
1855,59,34,48,42
1856,42,42,35,41
1857,51,52,48,50
1858,58,39,31,49
1861,47,50,36,48
1862,50,38,46,39
1863,54,40,50,38
1864,54,38,54,43
1865,45,47,54,40
1866,54,48,34,41
1867,30,53,35,37
1868,50,34,35,54
1871,37,52,48,35
1872,50,36,32,44
1873,42,33,50,55
1874,31,32,41,42
1875,48,36,52,38
1876,54,44,56,50
1877,39,38,43,47
1878,51,35,34,45
1881,35,39,59,42
1882,46,37,46,49
1883,43,31,40,39
1884,55,41,55,32
1885,57,36,34,58
1886,40,57,46,56
1887,42,50,44,56
1888,30,60,52,50
1891,48,39,56,49
1892,34,53,55,56
1893,36,43,42,39
1894,37,32,44,58
1895,41,46,48,30
1896,39,34,60,50
1897,47,42,44,30
1898,59,34,41,49
1901,47,35,35,40
1902,46,49,34,31
1903,33,51,37,38
1904,55,40,53,47
1905,49,49,55,60
1906,43,53,39,50
1907,40,45,59,31
1908,31,59,36,44
1911,33,48,33,56
1912,45,36,54,54
1913,48,51,33,41
1914,31,49,36,53
1915,42,53,30,49
1916,36,58,31,45
1917,54,34,47,37
1918,53,42,48,52
1921,55,39,33,39
1922,60,51,42,50
1923,30,40,30,60
1924,30,44,51,50
1925,58,31,44,39
1926,45,32,30,56
1927,32,45,46,42
1928,45,37,31,58
1931,53,46,42,53
1932,39,51,51,46
1933,46,52,52,39
1934,34,47,48,30
1935,41,33,35,60
1936,42,50,51,37
1937,36,38,41,53
1938,48,44,34,60
1941,46,36,58,44
1942,56,34,50,36
1943,51,42,46,42
1944,49,47,49,39
1945,47,60,44,60
1946,32,43,33,37
1947,33,58,57,54
1948,46,38,60,34
1951,41,41,56,52
1952,41,32,54,49
1953,37,37,41,49
1954,42,32,36,52
1955,37,60,36,58
1956,54,39,52,31
1957,57,32,38,42
1958,42,30,37,31
1961,56,60,39,40
1962,59,44,47,38
1963,47,43,56,41
1964,51,48,58,40
1965,56,42,53,58
1966,57,37,55,49
1967,60,37,40,55
1968,41,55,45,42
1971,55,41,53,42
1972,47,49,44,57
1973,55,60,42,48
1974,56,36,56,36
1975,54,33,53,38
1976,51,59,45,47
1977,54,47,39,43
1978,53,41,58,47
1981,57,30,56,35
1982,56,35,44,45
1983,32,32,32,53
1984,60,32,48,43
1985,48,56,55,56
1986,36,33,38,35
1987,50,41,42,60
1988,46,50,40,46
1991,51,44,44,44
1992,30,59,33,59
1993,38,41,37,52
1994,51,60,34,56
1995,41,54,59,51
1996,57,60,46,37
1997,51,42,43,58
1998,37,49,57,59
2001,56,34,60,37
2002,47,52,56,41
2003,57,32,60,40
2004,52,42,56,35
2005,38,58,43,52
2006,40,31,43,53
2007,30,48,50,46
2008,53,44,42,59
2011,39,40,54,36
2012,32,53,41,56
2013,58,49,56,59
2014,44,50,45,53
2015,48,60,58,36
2016,51,34,38,30
2017,33,43,45,51
2018,40,31,30,36
2021,50,33,54,44
2022,40,54,60,36
2023,44,43,57,36
2024,44,56,39,35
2025,52,53,42,34
2026,47,40,58,45
2027,41,33,38,51
2028,32,55,40,36
2031,36,34,30,52
2032,48,33,31,35
2033,38,45,46,50
2034,58,59,46,43
2035,60,34,31,38
2036,50,49,54,31
2037,49,35,37,35
2038,33,46,59,30
2041,38,42,36,40
2042,60,40,36,55
2043,54,56,36,48
2044,51,38,54,60
2045,58,52,59,52
2046,31,57,44,47
2047,37,57,60,56
2048,56,42,49,47
2051,46,48,38,33
2052,45,31,30,58
2053,55,57,35,36
2054,60,54,45,33
2055,38,41,34,43
2056,44,59,41,50
2057,44,60,40,50
2058,54,41,31,30
2061,30,58,45,49
2062,37,33,53,56
2063,55,44,51,43
2064,55,32,34,34
2065,55,36,35,46
2066,59,41,37,56
2067,50,43,60,57
2068,32,31,54,43
2071,50,32,38,57
2072,47,35,51,48
2073,33,41,42,45
2074,42,57,52,42
2075,31,59,43,34
2076,42,34,39,42
2077,31,49,51,53
2078,55,59,48,57
2081,30,59,45,54
2082,55,35,47,45
2083,34,41,50,37
2084,30,53,50,44
2085,43,42,49,35
2086,30,52,53,33
2087,60,37,56,30
2088,36,41,45,36
2091,44,41,48,59
2092,44,51,36,54
2093,50,48,34,39
2094,38,35,36,59
2095,45,44,40,44
2096,43,43,46,32
2097,32,43,36,33
2098,36,37,37,44
2101,34,30,60,55
2102,34,53,53,53
2103,33,50,55,47
2104,54,56,49,36
2105,47,39,41,42
2106,53,32,60,50
2107,35,59,59,60
2108,37,41,36,36
2111,57,32,51,50
2112,58,31,57,34
2113,43,46,49,53
2114,49,50,48,32
2115,47,57,42,58
2116,37,46,45,45
2117,59,40,47,36
2118,31,46,41,41
2121,41,41,60,53
2122,50,43,54,47
2123,58,57,48,30
2124,48,48,49,58
2125,36,49,36,44
2126,38,49,41,50
2127,41,42,45,30
2128,35,44,38,58
2131,39,33,52,60
2132,55,32,49,42
2133,54,55,57,35
2134,31,60,55,60
2135,49,48,57,31
2136,32,59,36,38
2137,38,47,42,39
2138,52,49,60,32
2141,55,47,55,48
2142,55,54,35,44
2143,33,60,39,52
2144,48,32,43,35
2145,43,55,50,45
2146,31,56,48,52
2147,37,39,30,48
2148,36,46,40,35
2151,58,43,39,43
2152,39,53,48,49
2153,40,51,36,37
2154,53,46,38,44
2155,59,49,50,58
2156,41,35,58,32
2157,47,58,52,54
2158,47,59,39,59
2161,32,37,34,30
2162,48,43,35,36
2163,37,39,59,39
2164,41,30,60,34
2165,40,55,37,39
2166,34,51,39,46
2167,42,52,36,52
2168,30,43,34,51
2171,49,55,30,56
2172,46,48,45,58
2173,32,60,31,55
2174,58,51,45,56
2175,42,54,37,47
2176,50,52,48,34
2177,33,48,30,52
2178,32,45,50,31
2181,34,38,57,36
2182,30,54,51,60
2183,44,55,60,47
2184,59,60,58,42
2185,34,30,33,38
2186,35,33,46,56
2187,51,42,54,48
2188,54,42,38,40
2191,39,38,48,51
2192,53,49,59,37
2193,46,30,48,43
2194,50,58,50,44
2195,58,60,50,35
2196,42,46,46,34
2197,59,59,30,35
2198,45,57,53,33
2201,39,44,46,43
2202,36,57,57,58
2203,51,43,40,31
2204,60,48,31,53
2205,48,43,55,51
2206,30,43,40,54
2207,43,57,32,48
2208,53,58,49,44
2211,50,46,34,41
2212,38,58,54,58
2213,37,59,45,33
2214,50,44,38,58
2215,58,47,48,57
2216,30,41,53,49
2217,36,54,50,34
2218,57,53,30,51
2221,35,52,56,55
2222,48,48,59,55
2223,42,35,55,46
2224,31,48,51,32
2225,56,40,31,48
2226,57,57,32,32
2227,38,53,31,57
2228,37,52,60,45
2231,56,42,50,33
2232,30,35,38,45
2233,49,44,42,49
2234,57,37,31,37
2235,57,39,58,51
2236,43,55,40,43
2237,54,59,51,46
2238,37,36,56,36
2241,51,48,44,53
2242,57,49,30,44
2243,53,34,44,56
2244,57,55,54,35
2245,54,53,55,54
2246,60,49,33,38
2247,41,35,42,30
2248,60,60,35,33
2251,33,59,54,50
2252,48,40,45,53
2253,46,36,42,39
2254,47,36,41,54
2255,50,31,33,44
2256,58,36,56,33
2257,40,37,52,37
2258,35,47,48,48
2261,44,40,46,44
2262,58,40,56,34
2263,58,33,53,31
2264,49,60,48,58
2265,44,55,34,47
2266,39,40,34,51
2267,50,34,43,38
2268,56,48,37,57
2271,43,43,30,38
2272,40,30,41,30
2273,39,54,60,60
2274,47,58,41,42
2275,44,53,44,47
2276,59,35,55,49
2277,60,33,36,49
2278,37,55,60,32
2281,41,47,58,38
2282,52,56,46,36
2283,35,59,41,41
2284,59,50,54,30
2285,39,43,54,50
2286,33,56,43,60
2287,48,60,38,37
2288,40,51,60,46
2291,60,31,59,35
2292,33,43,45,54
2293,41,46,42,46
2294,60,47,51,30
2295,42,60,55,33
2296,39,30,38,45
2297,51,60,52,38
2298,40,33,35,44
2301,37,42,54,35
2302,34,34,49,41
2303,40,39,55,39
2304,56,46,50,60
2305,48,36,55,43
2306,40,52,40,55
2307,55,60,58,56
2308,59,31,55,47
2311,48,35,47,60
2312,31,53,30,59
2313,52,43,60,31
2314,51,46,56,60
2315,54,41,46,46
2316,39,45,45,52
2317,49,55,36,38
2318,36,43,32,47
2321,60,47,48,60
2322,55,49,53,60
2323,55,47,40,31
2324,52,46,36,40
2325,39,43,30,59
2326,46,56,47,56
2327,59,53,39,36
2328,59,42,45,30
2331,54,52,39,52
2332,32,37,43,37
2333,49,53,42,44
2334,37,34,50,36
2335,31,52,48,48
2336,41,39,44,46
2337,38,34,48,47
2338,49,56,47,46
2341,40,56,52,46
2342,47,37,37,44
2343,49,53,39,59
2344,30,51,52,30
2345,36,41,51,49
2346,36,55,40,59
2347,57,44,45,58
2348,39,47,49,45
2351,56,44,50,55
2352,53,60,41,59
2353,33,47,32,30
2354,40,51,42,43
2355,41,41,33,46
2356,58,32,52,55
2357,57,38,36,41
2358,60,35,41,51
2361,57,37,33,57
2362,54,31,36,55
2363,45,30,33,50
2364,30,56,37,55
2365,55,31,44,44
2366,45,30,42,38
2367,36,48,59,53
2368,59,32,51,40
2371,58,57,38,54
2372,58,60,32,37
2373,58,54,44,31
2374,42,52,50,31
2375,37,53,52,56
2376,43,57,55,46
2377,42,36,43,45
2378,50,39,53,34
2381,46,30,59,35
2382,35,52,36,30
2383,51,54,45,58
2384,32,48,52,53
2385,56,32,37,36
2386,30,58,58,45
2387,40,51,34,51
2388,36,44,50,47
2391,48,60,48,53
2392,34,41,49,37
2393,41,60,49,52
2394,43,52,53,49
2395,32,49,58,41
2396,60,31,51,59
2397,37,57,60,45
2398,49,46,49,50
2401,31,54,39,35
2402,48,50,38,38
2403,43,35,51,37
2404,59,50,56,42
2405,43,54,58,53
2406,44,45,52,39
2407,44,44,30,37
2408,41,46,30,52
2411,45,34,35,36
2412,58,42,56,58
2413,53,47,37,57
2414,55,46,51,31
2415,33,32,32,52
2416,49,52,49,31
2417,53,45,55,48
2418,50,39,45,43
2421,36,42,30,53
2422,45,33,39,59
2423,37,60,48,47
2424,55,42,44,30
2425,56,46,35,49
2426,49,53,41,54
2427,32,36,40,42
2428,43,59,57,45
2431,47,49,34,31
2432,35,34,54,50
2433,44,38,39,38
2434,51,44,40,34
2435,58,57,57,45
2436,47,45,60,39
2437,36,55,58,53
2438,56,55,42,53
2441,49,47,43,35
2442,50,32,53,59
2443,47,37,53,52
2444,45,42,48,43
2445,56,35,52,58
2446,44,53,38,45
2447,40,42,34,38
2448,54,43,37,43
2451,47,54,58,31
2452,50,41,58,34
2453,56,47,34,34
2454,55,49,55,60
2455,40,42,45,46
2456,36,44,47,37
2457,48,33,59,47
2458,57,44,56,43
2461,31,33,45,34
2462,30,33,51,45
2463,53,40,54,54
2464,41,43,52,53
2465,49,35,56,38
2466,54,54,34,41
2467,43,50,42,44
2468,32,49,59,35
2471,31,51,47,39
2472,47,52,31,56
2473,58,48,36,49
2474,47,45,32,53
2475,34,60,51,56
2476,50,36,38,35
2477,41,33,49,52
2478,58,54,60,52
2481,54,51,43,53
2482,35,57,50,35
2483,31,42,50,30
2484,58,33,32,31
2485,44,52,43,56
2486,52,31,34,32
2487,39,34,56,42
2488,60,35,46,44
2491,43,56,48,32
2492,52,49,60,45
2493,42,45,39,56
2494,55,34,47,40
2495,30,40,46,48
2496,43,46,50,52
2497,41,44,57,47
2498,57,38,31,39
2501,54,40,60,56
2502,36,42,48,54
2503,58,34,45,43
2504,53,56,55,46
2505,36,36,58,43
2506,36,57,42,59
2507,50,43,39,36
2508,60,31,52,30
2511,45,57,46,58
2512,46,40,36,41
2513,43,52,53,54
2514,36,38,38,41
2515,38,32,55,41
2516,43,37,58,37
2517,55,33,59,45
2518,56,40,35,53
2521,50,53,47,49
2522,35,54,55,54
2523,49,37,55,36
2524,39,46,33,34
2525,56,50,49,45
2526,39,50,59,57
2527,31,54,55,33
2528,45,49,44,49
2531,60,60,47,42
2532,58,31,52,56
2533,35,43,31,30
2534,52,56,35,33
2535,41,58,35,45
2536,34,57,34,48
2537,31,32,42,36
2538,35,60,57,44
2541,30,49,41,47
2542,33,46,58,53
2543,60,57,31,51
2544,57,47,52,45
2545,40,50,46,31
2546,44,57,31,58
2547,45,35,45,45
2548,33,45,37,38
2551,30,53,38,33
2552,48,52,32,51
2553,54,53,48,54
2554,40,58,48,52
2555,40,36,52,58
2556,34,39,45,56
2557,50,60,53,33
2558,35,54,30,56
2561,40,57,36,57
2562,60,43,56,38
2563,49,32,46,46
2564,38,48,51,31
2565,40,49,43,59
2566,44,54,33,58
2567,41,50,35,37
2568,53,38,44,57
2571,55,38,46,48
2572,43,39,45,53
2573,51,49,48,55
2574,43,37,31,41
2575,48,30,37,32
2576,37,38,46,40
2577,42,45,38,59
2578,42,39,47,31
2581,33,31,45,35
2582,47,30,44,45
2583,56,56,30,43
2584,47,60,37,56
2585,30,51,45,43
2586,52,52,60,40
2587,48,31,49,34
2588,45,53,40,35
2591,32,46,59,53
2592,35,43,52,37
2593,32,34,37,42
2594,43,49,49,31
2595,58,39,56,41
2596,49,42,33,38
2597,46,51,57,44
2598,45,33,54,58
2601,33,42,53,35
2602,35,49,33,42
2603,55,35,33,46
2604,56,54,38,56
2605,52,35,32,31
2606,48,45,46,59
2607,41,55,41,53
2608,48,35,54,33
2611,51,43,57,48
2612,49,52,35,51
2613,42,31,50,57
2614,37,46,39,42
2615,34,54,42,52
2616,56,59,33,33
2617,51,38,31,51
2618,60,43,60,30
2621,34,55,42,40
2622,43,56,58,45
2623,57,45,50,52
2624,41,34,32,54
2625,42,42,33,57
2626,47,40,51,59
2627,41,58,35,43
2628,35,46,33,54
2631,45,40,47,54
2632,49,56,38,37
2633,53,30,59,57
2634,55,31,53,45
2635,45,39,34,36
2636,48,35,58,50
2637,53,54,54,46
2638,57,41,34,48
2641,38,31,39,46
2642,31,49,40,53
2643,34,53,47,36
2644,51,35,53,53
2645,32,38,30,45
2646,33,57,42,50
2647,36,37,38,52
2648,60,43,48,37
2651,48,31,58,38
2652,47,58,30,43
2653,45,35,35,51
2654,41,33,43,56
2655,57,50,51,56
2656,53,48,37,54
2657,49,44,53,39
2658,56,31,42,51
2661,30,34,46,42
2662,38,46,57,36
2663,42,56,41,51
2664,52,40,34,58
2665,39,41,37,42
2666,31,37,35,53
2667,58,43,56,56
2668,45,43,35,53
2671,47,48,46,60
2672,55,32,44,54
2673,39,30,31,34
2674,53,53,40,30
2675,51,40,41,58
2676,37,46,59,49
2677,50,48,37,48
2678,59,50,58,49
2681,31,60,60,39
2682,51,44,38,42
2683,52,38,55,35
2684,44,50,52,38
2685,53,45,60,54
2686,30,50,40,37
2687,52,43,44,51
2688,45,58,54,41
2691,38,42,46,57
2692,49,45,54,50
2693,58,41,43,53
2694,41,58,33,38
2695,50,55,39,60
2696,46,59,38,32
2697,53,47,43,37
2698,41,32,46,57
2701,59,58,47,41
2702,47,59,33,34
2703,54,32,34,37
2704,31,45,33,46
2705,53,53,31,56
2706,57,60,44,42
2707,41,56,30,52
2708,59,40,46,31
2711,52,30,34,47
2712,43,45,59,35
2713,44,54,53,30
2714,41,60,54,49
2715,41,45,36,41
2716,43,32,34,56
2717,37,43,57,47
2718,49,56,33,55
2721,41,42,43,58
2722,42,45,49,55
2723,52,31,49,54
2724,52,30,39,55
2725,41,35,56,57
2726,57,48,60,34
2727,37,50,36,53
2728,34,42,41,60
2731,30,44,48,46
2732,60,57,49,49
2733,53,36,42,44
2734,47,52,36,56
2735,53,33,30,43
2736,34,48,58,41
2737,35,46,58,50
2738,44,38,32,41
2741,47,41,57,52
2742,33,32,54,58
2743,46,32,54,30
2744,46,43,33,60
2745,54,35,33,45
2746,60,39,32,41
2747,50,41,45,54
2748,60,49,49,42
2751,46,56,36,43
2752,50,53,55,31
2753,31,43,49,42
2754,52,40,38,34
2755,43,58,49,44
2756,35,44,48,37
2757,59,32,39,51
2758,41,34,52,45
2761,41,56,49,58
2762,36,37,33,53
2763,37,52,40,41
2764,51,46,55,48
2765,60,48,54,57
2766,41,33,56,51
2767,43,36,43,48
2768,59,30,42,55
2771,48,36,31,34
2772,57,60,35,46
2773,45,42,49,41
2774,41,52,44,58
2775,35,51,51,57
2776,32,50,40,53
2777,57,37,35,56
2778,49,46,37,57
2781,59,41,36,44
2782,57,35,47,55
2783,50,41,34,36
2784,52,32,46,53
2785,52,34,57,38
2786,60,48,57,33
2787,32,57,49,33
2788,45,45,59,42
2791,36,46,39,59
2792,58,44,34,36
2793,60,50,35,57
2794,33,46,60,45
2795,45,32,33,50
2796,60,35,35,36
2797,30,44,37,59
2798,50,37,41,36
2801,53,37,40,57
2802,46,56,41,34
2803,60,49,30,47
2804,53,36,33,42
2805,32,60,33,54
2806,57,35,58,49
2807,50,53,51,56
2808,52,54,54,37
2811,35,34,31,49
2812,45,46,41,30
2813,32,40,58,36
2814,57,39,33,43
2815,57,59,39,53
2816,47,33,33,50
2817,48,33,30,48
2818,49,51,40,31
2821,35,35,34,38
2822,58,47,32,45
2823,32,50,42,53
2824,50,48,51,53
2825,32,57,46,45
2826,51,45,57,32
2827,50,59,56,54
2828,52,43,43,32
2831,32,57,35,33
2832,54,51,59,46
2833,34,59,32,49
2834,33,46,38,33
2835,32,49,39,55
2836,54,60,34,56
2837,37,58,51,31
2838,55,56,53,33
2841,53,44,31,56
2842,52,33,60,50
2843,41,53,52,31
2844,31,44,60,56
2845,44,34,44,55
2846,58,56,50,60
2847,41,50,47,32
2848,53,53,59,50
2851,59,39,60,50
2852,33,55,44,54
2853,43,43,58,44
2854,55,52,56,51
2855,32,32,30,35
2856,46,53,48,32
2857,47,57,60,56
2858,44,39,42,43
2861,52,43,58,46
2862,57,41,56,55
2863,52,57,60,54
2864,53,59,47,35
2865,55,53,48,55
2866,58,52,46,56
2867,36,38,47,47
2868,31,45,47,47
2871,39,53,48,39
2872,36,59,39,55
2873,54,37,39,43
2874,35,60,36,38
2875,46,32,51,49
2876,30,54,60,59
2877,37,40,50,47
2878,56,59,45,46
2881,53,60,57,30
2882,46,36,60,58
2883,53,47,55,35
2884,60,46,44,53
2885,51,33,41,58
2886,47,35,57,40
2887,58,47,49,50
2888,54,60,53,32
2891,46,47,37,57
2892,46,59,50,36
2893,43,40,40,54
2894,56,56,46,51
2895,43,41,52,52
2896,41,54,34,60
2897,46,31,57,54
2898,41,56,44,39
2901,52,51,47,33
2902,48,53,42,56
2903,50,38,52,30
2904,55,51,58,33
2905,41,54,31,49
2906,49,39,54,33
2907,45,37,54,55
2908,48,33,60,59
2911,38,34,35,37
2912,48,53,42,53
2913,52,54,36,45
2914,50,46,60,60
2915,39,52,48,56
2916,38,53,58,33
2917,40,54,48,57
2918,49,39,43,44
2921,49,37,36,42
2922,52,32,53,50
2923,35,52,56,47
2924,36,30,49,40
2925,48,56,30,54
2926,59,38,35,39
2927,36,31,43,31
2928,58,47,34,54
2931,51,36,46,33
2932,37,59,43,32
2933,58,60,45,30
2934,44,32,49,58
2935,33,53,60,41
2936,51,56,49,35
2937,35,30,49,30
2938,30,43,42,50
2941,37,47,42,40
2942,41,41,50,60
2943,52,52,54,37
2944,50,41,32,42
2945,43,60,30,30
2946,59,49,49,35
2947,35,38,59,59
2948,59,37,52,32
2951,37,38,42,47
2952,31,51,34,41
2953,42,36,43,54
2954,32,36,46,57
2955,55,36,52,31
2956,48,57,59,57
2957,30,55,56,47
2958,54,58,55,51
2961,36,59,52,47
2962,48,48,52,33
2963,44,55,52,60
2964,51,33,53,47
2965,31,55,41,47
2966,33,52,50,54
2967,50,40,50,32
2968,31,36,43,45
2971,39,31,39,46
2972,50,38,39,39
2973,55,47,59,47
2974,33,42,30,48
2975,56,53,54,49
2976,52,47,47,56
2977,40,49,39,46
2978,43,53,50,44
2981,43,60,41,35
2982,52,43,58,48
2983,46,35,51,37
2984,48,59,50,48
2985,34,37,53,56
2986,42,30,50,30
2987,33,49,37,46
2988,51,46,55,31
2991,51,34,30,34
2992,57,35,50,47
2993,38,49,39,32
2994,32,31,59,56
2995,47,57,48,34
2996,55,52,42,55
2997,31,37,37,35
2998,31,48,48,51
3001,38,43,41,41
3002,31,32,58,33
3003,53,48,37,59
3004,42,55,33,47
3005,44,54,30,30
3006,33,32,48,47
3007,40,49,56,41
3008,36,49,46,38
3011,40,39,35,59
3012,51,51,42,58
3013,34,43,36,48
3014,58,43,44,36
3015,55,32,34,38
3016,30,30,39,55
3017,46,59,49,41
3018,51,42,54,34
3021,46,30,44,48
3022,44,46,51,32
3023,32,55,32,60
3024,56,58,46,45
3025,37,37,34,30
3026,32,43,56,48
3027,47,51,37,37
3028,56,40,55,40
3031,31,47,47,31
3032,60,41,35,41
3033,53,44,33,52
3034,50,48,32,45
3035,57,46,43,48
3036,58,42,32,48
3037,44,42,41,42
3038,52,51,39,45
3041,33,30,49,44
3042,45,53,35,31
3043,54,42,47,43
3044,56,39,44,45
3045,33,53,53,35
3046,55,57,49,46
3047,52,56,56,49
3048,49,52,34,44
3051,39,31,42,31
3052,32,48,33,59
3053,49,46,57,55
3054,43,30,46,40
3055,57,59,50,31
3056,30,54,45,59
3057,35,42,34,56
3058,35,55,31,36
3061,46,30,50,40
3062,47,49,37,40
3063,59,59,35,60
3064,32,59,52,57
3065,32,60,40,34
3066,52,32,42,49
3067,60,37,58,58
3068,48,57,43,55
3071,32,35,52,35
3072,60,49,31,56
3073,34,58,35,57
3074,60,53,49,36
3075,58,37,44,52
3076,43,50,34,56
3077,39,52,41,35
3078,47,60,51,36
3081,41,59,48,32
3082,31,46,50,57
3083,60,49,57,58
3084,41,38,53,39
3085,48,32,60,34
3086,35,31,55,50
3087,59,37,42,36
3088,32,30,60,34
3091,43,59,55,57
3092,43,33,56,44
3093,60,36,55,53
3094,44,47,37,59
3095,34,41,41,57
3096,49,54,56,43
3097,52,42,51,58
3098,43,53,52,52
3101,56,33,30,41
3102,53,38,44,42
3103,57,44,56,60
3104,44,56,30,31
3105,38,59,35,54
3106,33,55,37,45
3107,41,35,44,48
3108,44,41,58,50
3111,50,47,30,47
3112,42,51,35,58
3113,36,49,58,44
3114,56,43,59,45
3115,60,52,60,49
3116,45,55,43,39
3117,30,56,48,40
3118,47,36,53,51
3121,35,43,44,30
3122,54,33,59,40
3123,45,48,54,30
3124,45,38,34,35
3125,42,31,40,52
3126,51,34,40,54
3127,52,48,30,33
3128,41,56,49,32
3131,55,56,46,54
3132,49,32,59,41
3133,32,55,47,52
3134,31,30,49,47
3135,36,35,57,35
3136,56,35,34,60
3137,55,55,54,51
3138,53,41,45,45
3141,47,44,47,45
3142,49,46,53,36
3143,39,57,51,48
3144,52,44,33,47
3145,39,58,53,33
3146,37,40,60,43
3147,43,43,56,48
3148,56,57,45,55
3151,38,58,59,32
3152,57,37,32,40
3153,39,59,57,59
3154,57,51,30,33
3155,58,59,58,51
3156,35,31,32,39
3157,58,47,49,56
3158,44,36,49,40
3161,46,54,53,30
3162,52,60,59,33
3163,43,56,45,36
3164,41,33,57,38
3165,38,60,33,43
3166,48,41,41,44
3167,53,43,44,59
3168,52,46,60,43
3171,47,43,44,58
3172,55,37,40,58
3173,38,53,37,57
3174,40,54,37,58
3175,50,46,34,37
3176,43,39,37,44
3177,40,51,41,45
3178,42,38,57,32
3181,49,33,44,60
3182,53,59,59,46
3183,60,32,33,44
3184,52,47,49,38
3185,42,37,31,46
3186,36,50,56,51
3187,40,31,44,50
3188,48,30,55,39
3191,45,34,57,35
3192,47,58,34,47
3193,60,37,50,30
3194,42,50,52,58
3195,44,48,42,53
3196,57,53,30,36
3197,30,50,31,45
3198,44,35,56,59
3201,48,45,41,35
3202,50,45,44,52
3203,43,30,57,60
3204,51,30,32,40
3205,40,34,46,58
3206,48,47,37,42
3207,60,30,48,56
3208,37,52,35,60
3211,52,40,56,39
3212,38,51,49,34
3213,37,56,54,58
3214,47,44,51,38
3215,44,49,42,40
3216,48,30,59,41
3217,51,42,32,36
3218,42,50,41,41
3221,59,47,56,58
3222,47,46,59,34
3223,48,34,48,59
3224,53,31,58,56
3225,31,46,33,54
3226,52,43,40,32
3227,38,39,34,36
3228,51,60,49,59
3231,42,30,33,40
3232,31,34,59,51
3233,33,36,41,36
3234,52,60,35,35
3235,56,54,60,59
3236,56,51,41,42
3237,49,36,40,48
3238,46,50,48,43
3241,47,55,57,36
3242,40,30,45,54
3243,37,40,38,46
3244,38,35,30,46
3245,55,40,43,52
3246,57,32,58,44
3247,44,58,50,43
3248,50,43,47,39
3251,46,58,36,50
3252,38,36,60,43
3253,60,50,41,51
3254,39,58,40,43
3255,43,43,59,60
3256,41,54,59,44
3257,49,58,34,36
3258,36,43,49,32
3261,42,33,45,60
3262,48,53,52,30
3263,33,33,44,47
3264,42,51,54,33
3265,43,38,53,31
3266,34,54,45,42
3267,57,43,39,43
3268,34,48,55,52
3271,35,33,41,51
3272,33,54,33,43
3273,31,60,41,45
3274,57,50,52,52
3275,40,35,53,31
3276,43,56,49,36
3277,34,34,50,48
3278,43,34,39,33
3281,49,45,38,42
3282,45,56,37,34
3283,50,60,58,59
3284,42,46,42,32
3285,56,40,50,38
3286,38,56,41,52
3287,56,53,58,35
3288,43,48,42,39
3291,36,41,49,37
3292,54,50,47,38
3293,30,47,47,59
3294,60,53,53,33
3295,54,35,59,37
3296,41,59,41,36
3297,46,58,42,48
3298,43,48,58,55
3301,34,57,46,52
3302,42,46,59,35
3303,44,36,40,33
3304,50,38,42,58
3305,53,32,33,38
3306,48,58,33,38
3307,45,43,40,50
3308,59,42,39,46
3311,59,54,34,34
3312,30,56,59,34
3313,54,33,58,42
3314,44,42,49,58
3315,55,56,52,40
3316,34,51,59,40
3317,55,56,59,35
3318,40,49,50,48
3321,50,47,56,31
3322,37,34,39,35
3323,52,36,42,60
3324,32,39,51,48
3325,50,37,51,58
3326,42,60,58,36
3327,57,50,60,38
3328,50,52,38,31
3331,50,58,55,56
3332,51,32,39,41
3333,34,59,50,46
3334,44,49,57,41
3335,57,38,46,31
3336,57,30,52,52
3337,58,34,39,50
3338,40,50,38,50
3341,49,32,36,53
3342,43,44,30,43
3343,35,46,31,33
3344,54,55,48,60
3345,34,37,47,53
3346,40,58,49,31
3347,53,55,37,36
3348,36,50,37,49
3351,55,32,48,42
3352,54,43,43,47
3353,31,49,45,38
3354,52,36,43,57
3355,37,42,44,60
3356,43,36,51,32
3357,46,55,40,30
3358,40,45,53,41
