remedialID,previousQscore,remedialScore,examName
1580,5,48, 4th Quarter Exam 
1581,16,39, 2nd Quarter Exam 
1582,22,56, 3rd Quarter Exam 
1583,2,43, 4th Quarter Exam 
1584,22,39, 3rd Quarter Exam 
1585,1,50, 2nd Quarter Exam 
1586,15,57, 3rd Quarter Exam 
1587,20,39, 1st Quarter Exam 
1588,5,49, 1st Quarter Exam 
1589,15,41, 4th Quarter Exam 
1590,18,34, 1st Quarter Exam 
1591,25,41, 2nd Quarter Exam 
1592,1,51, 1st Quarter Exam 
1593,0,32, 2nd Quarter Exam 
1594,25,56, 2nd Quarter Exam 
1595,5,34, 3rd Quarter Exam 
1596,2,33, 1st Quarter Exam 
1597,27,51, 2nd Quarter Exam 
1598,0,41, 2nd Quarter Exam 
1599,21,54, 2nd Quarter Exam 
1600,18,36, 1st Quarter Exam 
1601,29,52, 2nd Quarter Exam 
1602,13,51, 2nd Quarter Exam 
1603,9,52, 1st Quarter Exam 
1604,8,53, 3rd Quarter Exam 
1605,24,45, 2nd Quarter Exam 
1606,19,50, 2nd Quarter Exam 
1607,20,48, 1st Quarter Exam 
1608,8,46, 1st Quarter Exam 
1609,24,30, 2nd Quarter Exam 
1610,28,44, 4th Quarter Exam 
1611,26,45, 4th Quarter Exam 
1612,27,42, 2nd Quarter Exam 
1613,13,46, 1st Quarter Exam 
1614,29,41, 4th Quarter Exam 
1615,28,43, 4th Quarter Exam 
1616,8,50, 4th Quarter Exam 
1617,19,35, 3rd Quarter Exam 
1618,23,35, 2nd Quarter Exam 
1619,28,57, 2nd Quarter Exam 
1620,11,44, 3rd Quarter Exam 
1621,8,31, 3rd Quarter Exam 
1622,9,43, 4th Quarter Exam 
1623,16,52, 4th Quarter Exam 
1624,11,53, 1st Quarter Exam 
1625,27,52, 2nd Quarter Exam 
1626,22,38, 1st Quarter Exam 
1627,27,43, 3rd Quarter Exam 
1628,28,46, 4th Quarter Exam 
1629,22,33, 3rd Quarter Exam 
1630,4,54, 2nd Quarter Exam 
1631,25,45, 2nd Quarter Exam 
1632,20,46, 4th Quarter Exam 
1633,21,34, 1st Quarter Exam 
1634,5,48, 4th Quarter Exam 
1635,9,49, 1st Quarter Exam 
1636,18,37, 2nd Quarter Exam 
1637,18,52, 4th Quarter Exam 
1638,25,51, 4th Quarter Exam 
1639,4,54, 3rd Quarter Exam 
1640,18,57, 2nd Quarter Exam 
1641,7,38, 3rd Quarter Exam 
1642,19,57, 2nd Quarter Exam 
1643,4,52, 1st Quarter Exam 
1644,18,39, 2nd Quarter Exam 
1645,4,54, 4th Quarter Exam 
1646,22,52, 3rd Quarter Exam 
1647,0,50, 4th Quarter Exam 
1648,22,55, 4th Quarter Exam 
1649,8,39, 4th Quarter Exam 
1650,27,56, 4th Quarter Exam 
1651,7,34, 3rd Quarter Exam 
1652,11,60, 4th Quarter Exam 
1653,28,31, 3rd Quarter Exam 
1654,27,59, 1st Quarter Exam 
1655,11,54, 2nd Quarter Exam 
1656,21,53, 3rd Quarter Exam 
1657,7,39, 2nd Quarter Exam 
1658,0,50, 2nd Quarter Exam 
1659,4,55, 4th Quarter Exam 
1660,9,39, 2nd Quarter Exam 
1661,27,38, 4th Quarter Exam 
1662,25,46, 4th Quarter Exam 
1663,6,46, 2nd Quarter Exam 
1664,5,55, 1st Quarter Exam 
1665,29,40, 4th Quarter Exam 
1666,11,58, 1st Quarter Exam 
1667,22,58, 2nd Quarter Exam 
1668,21,52, 4th Quarter Exam 
1669,2,59, 2nd Quarter Exam 
1670,14,57, 4th Quarter Exam 
1671,12,54, 1st Quarter Exam 
1672,10,48, 1st Quarter Exam 
1673,16,60, 1st Quarter Exam 
1674,1,33, 3rd Quarter Exam 
1675,28,52, 2nd Quarter Exam 
1676,24,36, 4th Quarter Exam 
1677,20,48, 3rd Quarter Exam 
1678,17,60, 1st Quarter Exam 
1679,12,55, 4th Quarter Exam 
1680,10,53, 2nd Quarter Exam 
1681,28,59, 1st Quarter Exam 
1682,29,43, 4th Quarter Exam 
1683,21,58, 4th Quarter Exam 
1684,7,58, 3rd Quarter Exam 
1685,10,39, 3rd Quarter Exam 
1686,24,55, 4th Quarter Exam 
1687,26,40, 1st Quarter Exam 
1688,11,40, 4th Quarter Exam 
1689,23,35, 2nd Quarter Exam 
1690,16,34, 1st Quarter Exam 
1691,10,45, 1st Quarter Exam 
1692,26,60, 1st Quarter Exam 
1693,25,44, 1st Quarter Exam 
1694,14,53, 1st Quarter Exam 
1695,9,39, 3rd Quarter Exam 
1696,8,44, 4th Quarter Exam 
1697,16,48, 3rd Quarter Exam 
1698,27,33, 4th Quarter Exam 
1699,17,30, 3rd Quarter Exam 
1700,3,60, 4th Quarter Exam 
1701,26,41, 4th Quarter Exam 
1702,29,31, 3rd Quarter Exam 
1703,10,31, 4th Quarter Exam 
1704,14,48, 3rd Quarter Exam 
1705,6,59, 4th Quarter Exam 
1706,19,57, 1st Quarter Exam 
1707,22,40, 3rd Quarter Exam 
1708,3,60, 1st Quarter Exam 
1709,26,52, 2nd Quarter Exam 
1710,8,56, 1st Quarter Exam 
1711,11,43, 1st Quarter Exam 
1712,21,53, 3rd Quarter Exam 
1713,22,31, 2nd Quarter Exam 
1714,28,53, 2nd Quarter Exam 
1715,9,34, 1st Quarter Exam 
1716,20,43, 4th Quarter Exam 
1717,17,31, 4th Quarter Exam 
1718,5,57, 1st Quarter Exam 
1719,5,44, 3rd Quarter Exam 
1720,22,59, 3rd Quarter Exam 
1721,13,31, 3rd Quarter Exam 
1722,7,44, 3rd Quarter Exam 
1723,5,50, 2nd Quarter Exam 
1724,3,51, 3rd Quarter Exam 
1725,29,39, 2nd Quarter Exam 
1726,17,60, 4th Quarter Exam 
1727,15,34, 4th Quarter Exam 
1728,27,49, 2nd Quarter Exam 
1729,29,45, 2nd Quarter Exam 
1730,19,38, 1st Quarter Exam 
1731,16,30, 4th Quarter Exam 
1732,21,57, 2nd Quarter Exam 
1733,19,43, 2nd Quarter Exam 
1734,10,34, 3rd Quarter Exam 
1735,6,54, 3rd Quarter Exam 
1736,27,48, 3rd Quarter Exam 
1737,13,37, 2nd Quarter Exam 
1738,15,60, 2nd Quarter Exam 
1739,29,47, 4th Quarter Exam 
1740,19,54, 3rd Quarter Exam 
1741,29,60, 1st Quarter Exam 
1742,6,37, 3rd Quarter Exam 
1743,17,59, 2nd Quarter Exam 
1744,4,46, 1st Quarter Exam 
1745,22,30, 4th Quarter Exam 
1746,19,36, 2nd Quarter Exam 
1747,9,45, 2nd Quarter Exam 
1748,17,53, 3rd Quarter Exam 
1749,9,60, 4th Quarter Exam 
1750,15,54, 1st Quarter Exam 
1751,12,33, 2nd Quarter Exam 
1752,26,34, 4th Quarter Exam 
1753,19,58, 3rd Quarter Exam 
1754,28,50, 3rd Quarter Exam 
1755,0,46, 4th Quarter Exam 
1756,6,44, 3rd Quarter Exam 
1757,9,50, 4th Quarter Exam 
1758,20,32, 1st Quarter Exam 
1759,20,40, 1st Quarter Exam 
1760,9,38, 1st Quarter Exam 
1761,2,40, 2nd Quarter Exam 
1762,13,42, 1st Quarter Exam 
1763,9,57, 2nd Quarter Exam 
1764,1,38, 3rd Quarter Exam 
1765,5,55, 1st Quarter Exam 
1766,23,33, 2nd Quarter Exam 
1767,26,48, 2nd Quarter Exam 
1768,28,32, 2nd Quarter Exam 
1769,14,43, 1st Quarter Exam 
1770,15,41, 1st Quarter Exam 
1771,26,49, 2nd Quarter Exam 
1772,18,53, 1st Quarter Exam 
1773,20,54, 1st Quarter Exam 
1774,2,38, 3rd Quarter Exam 
1775,9,41, 3rd Quarter Exam 
1776,13,40, 2nd Quarter Exam 
1777,26,52, 1st Quarter Exam 
1778,19,60, 1st Quarter Exam 
1779,29,49, 4th Quarter Exam 
1780,8,40, 1st Quarter Exam 
1781,2,59, 1st Quarter Exam 
1782,6,42, 3rd Quarter Exam 
1783,15,36, 2nd Quarter Exam 
1784,13,37, 4th Quarter Exam 
1785,10,47, 4th Quarter Exam 
1786,12,45, 1st Quarter Exam 
1787,0,36, 2nd Quarter Exam 
1788,6,53, 1st Quarter Exam 
1789,14,37, 2nd Quarter Exam 
1790,25,54, 1st Quarter Exam 
1791,3,31, 2nd Quarter Exam 
1792,26,55, 3rd Quarter Exam 
1793,4,32, 2nd Quarter Exam 
1794,5,32, 3rd Quarter Exam 
1795,9,48, 4th Quarter Exam 
1796,14,59, 2nd Quarter Exam 
1797,22,41, 4th Quarter Exam 
1798,4,42, 3rd Quarter Exam 
1799,24,38, 1st Quarter Exam 
1800,10,50, 2nd Quarter Exam 
1801,3,34, 4th Quarter Exam 
1802,20,43, 3rd Quarter Exam 
1803,26,42, 4th Quarter Exam 
1804,1,54, 4th Quarter Exam 
1805,13,46, 1st Quarter Exam 
1806,3,54, 2nd Quarter Exam 
1807,7,34, 1st Quarter Exam 
1808,19,43, 1st Quarter Exam 
1809,22,37, 4th Quarter Exam 
1810,12,31, 2nd Quarter Exam 
1811,14,40, 2nd Quarter Exam 
1812,18,35, 1st Quarter Exam 
1813,3,51, 2nd Quarter Exam 
1814,4,54, 3rd Quarter Exam 
1815,17,30, 1st Quarter Exam 
1816,21,44, 1st Quarter Exam 
1817,24,55, 1st Quarter Exam 
1818,20,39, 2nd Quarter Exam 
1819,8,53, 4th Quarter Exam 
1820,21,56, 1st Quarter Exam 
1821,29,47, 4th Quarter Exam 
1822,3,35, 3rd Quarter Exam 
1823,28,38, 4th Quarter Exam 
1824,18,40, 4th Quarter Exam 
1825,11,57, 2nd Quarter Exam 
1826,26,34, 3rd Quarter Exam 
1827,8,60, 2nd Quarter Exam 
1828,3,40, 3rd Quarter Exam 
1829,3,55, 3rd Quarter Exam 
1830,2,45, 2nd Quarter Exam 
1831,23,47, 1st Quarter Exam 
1832,28,56, 1st Quarter Exam 
1833,2,46, 3rd Quarter Exam 
1834,29,38, 2nd Quarter Exam 
1835,21,58, 2nd Quarter Exam 
1836,4,31, 1st Quarter Exam 
1837,24,40, 2nd Quarter Exam 
1838,7,30, 3rd Quarter Exam 
1839,7,58, 2nd Quarter Exam 
1840,15,38, 3rd Quarter Exam 
1841,13,57, 2nd Quarter Exam 
1842,23,49, 1st Quarter Exam 
1843,21,59, 4th Quarter Exam 
1844,18,46, 3rd Quarter Exam 
1845,25,51, 4th Quarter Exam 
1846,13,30, 1st Quarter Exam 
1847,3,38, 1st Quarter Exam 
1848,8,37, 1st Quarter Exam 
1849,14,47, 3rd Quarter Exam 
1850,0,42, 4th Quarter Exam 
1851,15,42, 2nd Quarter Exam 
1852,21,36, 4th Quarter Exam 
1853,3,48, 2nd Quarter Exam 
1854,15,31, 3rd Quarter Exam 
1855,0,37, 1st Quarter Exam 
1856,27,50, 2nd Quarter Exam 
1857,15,46, 3rd Quarter Exam 
1858,27,55, 1st Quarter Exam 
1859,8,38, 4th Quarter Exam 
1860,5,44, 2nd Quarter Exam 
1861,17,31, 3rd Quarter Exam 
1862,8,38, 4th Quarter Exam 
1863,12,47, 1st Quarter Exam 
1864,12,48, 2nd Quarter Exam 
1865,25,52, 3rd Quarter Exam 
1866,21,49, 4th Quarter Exam 
1867,21,44, 4th Quarter Exam 
1868,28,60, 1st Quarter Exam 
1869,28,34, 2nd Quarter Exam 
1870,19,60, 2nd Quarter Exam 
1871,4,58, 4th Quarter Exam 
1872,2,33, 2nd Quarter Exam 
1873,7,52, 1st Quarter Exam 
1874,22,34, 2nd Quarter Exam 
1875,18,40, 3rd Quarter Exam 
1876,18,50, 3rd Quarter Exam 
1877,19,40, 1st Quarter Exam 
1878,19,57, 2nd Quarter Exam 
1879,11,50, 1st Quarter Exam 
1880,0,54, 3rd Quarter Exam 
1881,25,32, 4th Quarter Exam 
1882,13,54, 1st Quarter Exam 
1883,2,35, 1st Quarter Exam 
1884,11,57, 1st Quarter Exam 
1885,6,31, 1st Quarter Exam 
1886,16,33, 1st Quarter Exam 
1887,7,43, 3rd Quarter Exam 
1888,6,44, 3rd Quarter Exam 
1889,29,34, 3rd Quarter Exam 
1890,1,44, 1st Quarter Exam 
1891,6,39, 3rd Quarter Exam 
1892,13,39, 3rd Quarter Exam 
1893,12,52, 3rd Quarter Exam 
1894,10,43, 4th Quarter Exam 
1895,26,45, 1st Quarter Exam 
1896,5,59, 1st Quarter Exam 
1897,5,46, 3rd Quarter Exam 
1898,9,34, 4th Quarter Exam 
1899,11,34, 3rd Quarter Exam 
1900,9,60, 3rd Quarter Exam 
1901,16,35, 3rd Quarter Exam 
1902,11,58, 3rd Quarter Exam 
1903,0,44, 3rd Quarter Exam 
1904,7,37, 4th Quarter Exam 
1905,18,39, 3rd Quarter Exam 
1906,24,33, 2nd Quarter Exam 
1907,9,58, 1st Quarter Exam 
1908,23,30, 2nd Quarter Exam 
1909,11,55, 3rd Quarter Exam 
1910,14,35, 1st Quarter Exam 
1911,3,34, 1st Quarter Exam 
1912,1,46, 4th Quarter Exam 
1913,17,53, 2nd Quarter Exam 
1914,20,51, 4th Quarter Exam 
1915,20,54, 3rd Quarter Exam 
1916,7,39, 4th Quarter Exam 
1917,9,48, 4th Quarter Exam 
1918,18,38, 1st Quarter Exam 
1919,11,38, 2nd Quarter Exam 
1920,23,46, 2nd Quarter Exam 
1921,22,44, 4th Quarter Exam 
1922,29,58, 4th Quarter Exam 
1923,9,41, 2nd Quarter Exam 
1924,26,51, 3rd Quarter Exam 
1925,4,35, 3rd Quarter Exam 
1926,3,49, 2nd Quarter Exam 
1927,10,32, 1st Quarter Exam 
1928,26,42, 3rd Quarter Exam 
1929,24,30, 3rd Quarter Exam 
1930,15,30, 2nd Quarter Exam 
1931,23,32, 2nd Quarter Exam 
1932,15,57, 4th Quarter Exam 
1933,28,57, 4th Quarter Exam 
1934,9,49, 3rd Quarter Exam 
1935,14,43, 1st Quarter Exam 
1936,21,31, 4th Quarter Exam 
1937,15,43, 2nd Quarter Exam 
1938,14,58, 4th Quarter Exam 
1939,6,56, 4th Quarter Exam 
1940,8,45, 3rd Quarter Exam 
1941,5,47, 1st Quarter Exam 
1942,9,58, 2nd Quarter Exam 
1943,19,49, 2nd Quarter Exam 
1944,27,46, 3rd Quarter Exam 
1945,14,59, 4th Quarter Exam 
1946,28,34, 2nd Quarter Exam 
1947,6,30, 2nd Quarter Exam 
1948,9,45, 2nd Quarter Exam 
1949,23,47, 3rd Quarter Exam 
1950,1,56, 4th Quarter Exam 
1951,12,49, 4th Quarter Exam 
1952,13,43, 3rd Quarter Exam 
1953,4,54, 2nd Quarter Exam 
1954,12,40, 1st Quarter Exam 
1955,17,39, 1st Quarter Exam 
1956,28,42, 1st Quarter Exam 
1957,2,51, 3rd Quarter Exam 
1958,20,57, 2nd Quarter Exam 
1959,14,45, 2nd Quarter Exam 
1960,23,57, 3rd Quarter Exam 
1961,29,58, 3rd Quarter Exam 
1962,26,40, 3rd Quarter Exam 
1963,3,55, 1st Quarter Exam 
1964,24,47, 2nd Quarter Exam 
1965,28,56, 1st Quarter Exam 
1966,8,53, 1st Quarter Exam 
1967,26,59, 4th Quarter Exam 
1968,12,34, 3rd Quarter Exam 
1969,24,52, 2nd Quarter Exam 
1970,25,58, 4th Quarter Exam 
1971,24,51, 4th Quarter Exam 
1972,14,39, 2nd Quarter Exam 
1973,26,54, 4th Quarter Exam 
1974,25,56, 1st Quarter Exam 
1975,1,48, 2nd Quarter Exam 
1976,13,46, 3rd Quarter Exam 
1977,3,58, 3rd Quarter Exam 
1978,16,43, 2nd Quarter Exam 
1979,16,47, 2nd Quarter Exam 
1980,14,36, 1st Quarter Exam 
1981,14,36, 3rd Quarter Exam 
1982,4,30, 1st Quarter Exam 
1983,0,57, 3rd Quarter Exam 
1984,26,43, 3rd Quarter Exam 
1985,27,40, 3rd Quarter Exam 
1986,21,55, 4th Quarter Exam 
1987,11,59, 4th Quarter Exam 
1988,29,37, 1st Quarter Exam 
1989,27,35, 3rd Quarter Exam 
1990,5,54, 1st Quarter Exam 
1991,18,43, 3rd Quarter Exam 
1992,2,33, 1st Quarter Exam 
1993,24,49, 4th Quarter Exam 
1994,23,50, 2nd Quarter Exam 
1995,1,58, 1st Quarter Exam 
1996,4,58, 3rd Quarter Exam 
1997,2,42, 3rd Quarter Exam 
1998,5,54, 1st Quarter Exam 
1999,16,48, 3rd Quarter Exam 
2000,29,48, 3rd Quarter Exam 
2001,22,50, 1st Quarter Exam 
2002,18,40, 2nd Quarter Exam 
2003,27,57, 3rd Quarter Exam 
2004,11,37, 3rd Quarter Exam 
2005,19,51, 2nd Quarter Exam 
2006,0,45, 3rd Quarter Exam 
2007,3,33, 4th Quarter Exam 
2008,23,52, 3rd Quarter Exam 
2009,18,32, 1st Quarter Exam 
2010,9,37, 4th Quarter Exam 
2011,0,52, 1st Quarter Exam 
2012,10,60, 3rd Quarter Exam 
2013,25,58, 2nd Quarter Exam 
2014,27,52, 4th Quarter Exam 
2015,17,57, 2nd Quarter Exam 
2016,27,35, 4th Quarter Exam 
2017,29,53, 1st Quarter Exam 
2018,19,51, 2nd Quarter Exam 
2019,14,42, 4th Quarter Exam 
2020,13,46, 4th Quarter Exam 
2021,15,55, 4th Quarter Exam 
2022,27,47, 1st Quarter Exam 
2023,19,41, 4th Quarter Exam 
2024,25,39, 1st Quarter Exam 
2025,9,49, 4th Quarter Exam 
2026,2,58, 3rd Quarter Exam 
2027,4,42, 4th Quarter Exam 
2028,7,42, 2nd Quarter Exam 
2029,29,44, 1st Quarter Exam 
2030,19,52, 3rd Quarter Exam 
2031,18,50, 2nd Quarter Exam 
2032,19,55, 2nd Quarter Exam 
2033,14,54, 1st Quarter Exam 
2034,20,46, 3rd Quarter Exam 
2035,0,34, 3rd Quarter Exam 
2036,17,39, 3rd Quarter Exam 
2037,15,58, 1st Quarter Exam 
2038,2,32, 3rd Quarter Exam 
2039,14,52, 1st Quarter Exam 
2040,5,50, 4th Quarter Exam 
2041,16,46, 4th Quarter Exam 
2042,23,40, 4th Quarter Exam 
2043,7,45, 1st Quarter Exam 
2044,27,33, 4th Quarter Exam 
2045,13,49, 2nd Quarter Exam 
2046,18,37, 2nd Quarter Exam 
2047,23,31, 2nd Quarter Exam 
2048,1,52, 4th Quarter Exam 
2049,26,48, 3rd Quarter Exam 
2050,28,31, 2nd Quarter Exam 
2051,11,47, 4th Quarter Exam 
2052,11,37, 1st Quarter Exam 
2053,9,46, 1st Quarter Exam 
2054,20,45, 4th Quarter Exam 
2055,2,30, 2nd Quarter Exam 
2056,22,59, 4th Quarter Exam 
2057,5,43, 1st Quarter Exam 
2058,8,57, 2nd Quarter Exam 
2059,14,54, 4th Quarter Exam 
2060,1,30, 4th Quarter Exam 
2061,15,40, 3rd Quarter Exam 
2062,21,35, 4th Quarter Exam 
2063,1,31, 1st Quarter Exam 
2064,12,39, 3rd Quarter Exam 
2065,3,52, 1st Quarter Exam 
2066,19,39, 2nd Quarter Exam 
2067,23,53, 3rd Quarter Exam 
2068,25,38, 1st Quarter Exam 
2069,28,41, 4th Quarter Exam 
2070,2,35, 1st Quarter Exam 
2071,12,31, 2nd Quarter Exam 
2072,22,58, 4th Quarter Exam 
2073,16,38, 4th Quarter Exam 
2074,19,50, 2nd Quarter Exam 
2075,16,46, 1st Quarter Exam 
2076,21,32, 2nd Quarter Exam 
2077,12,48, 3rd Quarter Exam 
2078,13,48, 1st Quarter Exam 
2079,1,47, 1st Quarter Exam 
2080,1,49, 3rd Quarter Exam 
2081,9,59, 1st Quarter Exam 
2082,26,56, 4th Quarter Exam 
2083,5,47, 4th Quarter Exam 
2084,23,40, 4th Quarter Exam 
2085,24,58, 3rd Quarter Exam 
2086,3,43, 2nd Quarter Exam 
2087,6,55, 3rd Quarter Exam 
2088,21,50, 4th Quarter Exam 
2089,27,34, 3rd Quarter Exam 
2090,0,42, 4th Quarter Exam 
2091,18,57, 4th Quarter Exam 
2092,14,49, 3rd Quarter Exam 
2093,14,58, 1st Quarter Exam 
2094,20,34, 3rd Quarter Exam 
2095,14,56, 1st Quarter Exam 
2096,13,41, 3rd Quarter Exam 
2097,7,43, 2nd Quarter Exam 
2098,21,48, 3rd Quarter Exam 
2099,23,55, 3rd Quarter Exam 
2100,26,49, 1st Quarter Exam 
2101,3,30, 4th Quarter Exam 
2102,15,57, 2nd Quarter Exam 
2103,6,56, 4th Quarter Exam 
2104,6,47, 2nd Quarter Exam 
2105,27,32, 3rd Quarter Exam 
2106,5,59, 3rd Quarter Exam 
2107,24,46, 1st Quarter Exam 
2108,11,50, 3rd Quarter Exam 
2109,12,42, 3rd Quarter Exam 
2110,24,54, 3rd Quarter Exam 
2111,7,41, 1st Quarter Exam 
2112,17,30, 3rd Quarter Exam 
2113,29,41, 3rd Quarter Exam 
2114,6,46, 4th Quarter Exam 
2115,12,41, 4th Quarter Exam 
2116,17,50, 1st Quarter Exam 
2117,20,41, 4th Quarter Exam 
2118,18,36, 1st Quarter Exam 
2119,6,37, 1st Quarter Exam 
2120,18,45, 4th Quarter Exam 
2121,1,40, 4th Quarter Exam 
2122,10,30, 4th Quarter Exam 
2123,22,44, 1st Quarter Exam 
2124,13,57, 1st Quarter Exam 
2125,18,55, 4th Quarter Exam 
2126,10,49, 4th Quarter Exam 
2127,5,39, 1st Quarter Exam 
2128,9,37, 4th Quarter Exam 
2129,23,54, 2nd Quarter Exam 
2130,24,52, 3rd Quarter Exam 
2131,27,55, 4th Quarter Exam 
2132,3,56, 4th Quarter Exam 
2133,10,52, 3rd Quarter Exam 
2134,25,41, 4th Quarter Exam 
2135,21,56, 2nd Quarter Exam 
2136,18,39, 2nd Quarter Exam 
2137,23,56, 3rd Quarter Exam 
2138,22,58, 2nd Quarter Exam 
2139,21,33, 2nd Quarter Exam 
2140,29,32, 2nd Quarter Exam 
2141,8,35, 4th Quarter Exam 
2142,11,59, 4th Quarter Exam 
2143,7,41, 1st Quarter Exam 
2144,18,48, 2nd Quarter Exam 
2145,2,58, 2nd Quarter Exam 
2146,28,53, 3rd Quarter Exam 
2147,12,46, 1st Quarter Exam 
2148,14,56, 1st Quarter Exam 
2149,27,56, 2nd Quarter Exam 
2150,22,59, 3rd Quarter Exam 
2151,7,57, 3rd Quarter Exam 
2152,9,30, 1st Quarter Exam 
2153,3,58, 2nd Quarter Exam 
2154,17,47, 2nd Quarter Exam 
2155,12,53, 1st Quarter Exam 
2156,1,45, 1st Quarter Exam 
2157,24,43, 3rd Quarter Exam 
2158,8,41, 3rd Quarter Exam 
2159,16,59, 1st Quarter Exam 
2160,5,40, 4th Quarter Exam 
2161,24,43, 3rd Quarter Exam 
2162,7,56, 4th Quarter Exam 
2163,1,51, 4th Quarter Exam 
2164,0,36, 4th Quarter Exam 
2165,13,45, 3rd Quarter Exam 
2166,29,52, 1st Quarter Exam 
2167,2,34, 4th Quarter Exam 
2168,17,55, 4th Quarter Exam 
2169,5,56, 3rd Quarter Exam 
2170,13,39, 3rd Quarter Exam 
2171,28,44, 3rd Quarter Exam 
2172,26,43, 3rd Quarter Exam 
2173,17,31, 1st Quarter Exam 
2174,29,43, 2nd Quarter Exam 
2175,1,59, 1st Quarter Exam 
2176,27,59, 3rd Quarter Exam 
2177,13,49, 1st Quarter Exam 
2178,12,52, 3rd Quarter Exam 
2179,6,32, 2nd Quarter Exam 
2180,21,38, 2nd Quarter Exam 
2181,8,59, 4th Quarter Exam 
2182,20,34, 3rd Quarter Exam 
2183,23,46, 2nd Quarter Exam 
2184,22,41, 4th Quarter Exam 
2185,1,53, 4th Quarter Exam 
2186,9,60, 2nd Quarter Exam 
2187,29,53, 2nd Quarter Exam 
2188,26,37, 3rd Quarter Exam 
2189,26,58, 2nd Quarter Exam 
2190,2,32, 1st Quarter Exam 
2191,21,48, 2nd Quarter Exam 
2192,18,53, 2nd Quarter Exam 
2193,7,54, 4th Quarter Exam 
2194,11,43, 4th Quarter Exam 
2195,15,39, 1st Quarter Exam 
2196,14,41, 3rd Quarter Exam 
2197,18,56, 3rd Quarter Exam 
2198,19,30, 4th Quarter Exam 
2199,0,35, 3rd Quarter Exam 
2200,6,39, 1st Quarter Exam 
2201,17,57, 3rd Quarter Exam 
2202,3,54, 2nd Quarter Exam 
2203,20,34, 4th Quarter Exam 
2204,7,54, 2nd Quarter Exam 
2205,15,48, 2nd Quarter Exam 
2206,13,55, 3rd Quarter Exam 
2207,22,35, 2nd Quarter Exam 
2208,26,54, 2nd Quarter Exam 
2209,18,48, 4th Quarter Exam 
2210,0,41, 2nd Quarter Exam 
2211,19,48, 3rd Quarter Exam 
2212,13,36, 2nd Quarter Exam 
2213,29,30, 2nd Quarter Exam 
2214,27,37, 1st Quarter Exam 
2215,21,43, 4th Quarter Exam 
2216,25,44, 2nd Quarter Exam 
2217,22,43, 2nd Quarter Exam 
2218,22,31, 1st Quarter Exam 
2219,9,30, 4th Quarter Exam 
2220,4,48, 4th Quarter Exam 
2221,16,55, 1st Quarter Exam 
2222,29,52, 1st Quarter Exam 
2223,26,40, 2nd Quarter Exam 
2224,19,37, 3rd Quarter Exam 
2225,26,55, 2nd Quarter Exam 
2226,19,53, 2nd Quarter Exam 
2227,22,55, 3rd Quarter Exam 
2228,9,47, 4th Quarter Exam 
2229,10,43, 4th Quarter Exam 
2230,27,34, 2nd Quarter Exam 
2231,3,48, 2nd Quarter Exam 
2232,2,30, 4th Quarter Exam 
2233,5,59, 3rd Quarter Exam 
2234,0,51, 4th Quarter Exam 
2235,24,60, 1st Quarter Exam 
2236,29,53, 4th Quarter Exam 
2237,22,30, 3rd Quarter Exam 
2238,11,49, 2nd Quarter Exam 
2239,11,36, 3rd Quarter Exam 
2240,28,51, 4th Quarter Exam 
2241,4,35, 4th Quarter Exam 
2242,2,31, 4th Quarter Exam 
2243,4,35, 4th Quarter Exam 
2244,14,52, 1st Quarter Exam 
2245,4,48, 1st Quarter Exam 
2246,7,52, 2nd Quarter Exam 
2247,25,31, 3rd Quarter Exam 
2248,6,54, 2nd Quarter Exam 
2249,23,34, 1st Quarter Exam 
2250,16,56, 1st Quarter Exam 
2251,5,48, 1st Quarter Exam 
2252,8,30, 3rd Quarter Exam 
2253,13,42, 1st Quarter Exam 
2254,6,41, 3rd Quarter Exam 
2255,23,35, 3rd Quarter Exam 
2256,3,30, 1st Quarter Exam 
2257,27,40, 3rd Quarter Exam 
2258,23,32, 3rd Quarter Exam 
2259,16,36, 4th Quarter Exam 
2260,6,54, 4th Quarter Exam 
2261,20,36, 4th Quarter Exam 
2262,0,52, 1st Quarter Exam 
2263,3,33, 1st Quarter Exam 
2264,4,38, 1st Quarter Exam 
2265,22,34, 4th Quarter Exam 
2266,29,58, 4th Quarter Exam 
2267,13,33, 3rd Quarter Exam 
2268,5,36, 4th Quarter Exam 
2269,7,30, 1st Quarter Exam 
2270,3,43, 3rd Quarter Exam 
2271,22,53, 4th Quarter Exam 
2272,16,36, 3rd Quarter Exam 
2273,2,42, 4th Quarter Exam 
2274,3,54, 3rd Quarter Exam 
2275,4,35, 2nd Quarter Exam 
2276,20,48, 1st Quarter Exam 
2277,21,31, 3rd Quarter Exam 
2278,27,32, 1st Quarter Exam 
2279,15,34, 2nd Quarter Exam 
2280,25,40, 1st Quarter Exam 
2281,25,43, 4th Quarter Exam 
2282,7,59, 4th Quarter Exam 
2283,21,38, 3rd Quarter Exam 
2284,28,45, 4th Quarter Exam 
2285,12,41, 4th Quarter Exam 
2286,20,42, 3rd Quarter Exam 
2287,27,41, 1st Quarter Exam 
2288,2,58, 2nd Quarter Exam 
2289,26,60, 1st Quarter Exam 
2290,8,44, 1st Quarter Exam 
2291,21,45, 2nd Quarter Exam 
2292,24,40, 1st Quarter Exam 
2293,24,41, 1st Quarter Exam 
2294,12,42, 3rd Quarter Exam 
2295,23,53, 4th Quarter Exam 
2296,13,53, 1st Quarter Exam 
