studentExamsID,shortExamsIndex,shortExamsID,firstQuarterScores,secondQuarterScores,thirdQuarterScores,fourthQuarterScores
1184,4734,1488,10,10,15,8
1184,4735,1488,1,9,9,6
1184,4736,1488,20,10,6,3
1185,4737,1491,14,9,14,14
1185,4738,1491,4,2,20,4
1185,4739,1491,1,0,17,12
1185,4740,1491,2,18,1,19
1186,4741,1492,12,15,7,6
1186,4742,1492,10,8,5,8
1186,4743,1492,1,14,10,19
1186,4744,1492,8,11,4,3
1187,4745,1493,8,6,19,15
1187,4746,1493,10,16,17,17
1187,4747,1493,4,4,5,2
1187,4748,1493,20,8,20,1
1188,4749,1494,9,3,6,3
1188,4750,1494,18,19,11,12
1188,4751,1494,1,9,5,17
1188,4752,1494,0,8,17,14
1189,4753,1495,8,12,12,10
1189,4754,1495,17,18,7,14
1189,4755,1495,6,4,5,17
1189,4756,1495,6,20,8,15
1190,4757,1496,8,4,14,7
1190,4758,1496,14,19,11,3
1190,4759,1496,15,1,10,12
1190,4760,1496,10,5,18,12
1191,4761,1497,17,14,11,19
1191,4762,1497,17,15,9,3
1191,4763,1497,13,6,19,19
1191,4764,1497,11,19,17,6
1192,4765,1498,7,8,8,1
1192,4766,1498,19,15,1,4
1192,4767,1498,19,5,16,3
1192,4768,1498,5,5,10,11
1193,4769,1501,18,16,2,12
1193,4770,1501,3,0,19,15
1193,4771,1501,1,1,2,14
1193,4772,1501,15,6,0,12
1194,4773,1502,5,20,20,17
1194,4774,1502,7,7,3,7
1194,4775,1502,1,3,17,10
1194,4776,1502,2,9,12,1
1195,4777,1503,1,2,6,2
1195,4778,1503,6,0,17,11
1195,4779,1503,10,12,18,0
1195,4780,1503,14,16,19,18
1196,4781,1504,3,1,2,13
1196,4782,1504,15,7,12,10
1196,4783,1504,16,20,3,18
1196,4784,1504,4,20,7,12
1197,4785,1505,5,4,8,17
1197,4786,1505,17,20,1,20
1197,4787,1505,5,11,20,4
1197,4788,1505,6,10,2,8
1198,4789,1506,19,10,8,20
1198,4790,1506,12,14,4,3
1198,4791,1506,12,3,1,14
1198,4792,1506,18,0,0,17
1199,4793,1507,11,6,0,11
1199,4794,1507,14,2,5,14
1199,4795,1507,18,18,10,14
1199,4796,1507,18,1,2,20
1200,4797,1508,12,13,9,4
1200,4798,1508,18,16,2,11
1200,4799,1508,20,6,0,16
1200,4800,1508,18,15,4,16
1201,4801,1511,6,19,13,3
1201,4802,1511,2,6,15,5
1201,4803,1511,19,0,16,16
1201,4804,1511,6,7,17,2
1202,4805,1512,8,13,16,15
1202,4806,1512,7,16,9,12
1202,4807,1512,17,18,4,6
1202,4808,1512,1,10,10,19
1203,4809,1513,16,13,20,6
1203,4810,1513,4,11,20,11
1203,4811,1513,6,6,16,7
1203,4812,1513,14,15,6,16
1204,4813,1514,11,15,13,10
1204,4814,1514,4,5,13,14
1204,4815,1514,1,16,16,16
1204,4816,1514,7,13,4,3
1205,4817,1515,7,1,6,0
1205,4818,1515,14,13,10,18
1205,4819,1515,13,7,9,4
1205,4820,1515,14,6,11,6
1206,4821,1516,16,4,15,14
1206,4822,1516,1,7,6,19
1206,4823,1516,12,5,18,10
1206,4824,1516,19,13,15,6
1207,4825,1517,16,2,5,12
1207,4826,1517,6,6,12,8
1207,4827,1517,8,7,1,20
1207,4828,1517,10,8,8,17
1208,4829,1518,14,13,0,9
1208,4830,1518,15,4,9,11
1208,4831,1518,12,9,10,8
1208,4832,1518,20,6,20,11
1209,4833,1521,3,8,3,10
1209,4834,1521,14,2,10,7
1209,4835,1521,20,0,10,9
1209,4836,1521,14,7,9,12
1210,4837,1522,8,13,0,2
1210,4838,1522,0,9,3,14
1210,4839,1522,15,6,8,14
1210,4840,1522,19,5,7,17
1211,4841,1523,8,17,12,17
1211,4842,1523,6,0,17,13
1211,4843,1523,7,0,6,11
1211,4844,1523,6,9,13,18
1212,4845,1524,0,10,8,10
1212,4846,1524,2,19,5,13
1212,4847,1524,17,9,3,17
1212,4848,1524,2,13,15,11
1213,4849,1525,20,15,15,12
1213,4850,1525,9,19,5,14
1213,4851,1525,6,8,6,15
1213,4852,1525,17,5,7,9
1214,4853,1526,1,4,4,6
1214,4854,1526,20,18,0,20
1214,4855,1526,1,8,12,20
1214,4856,1526,10,0,16,5
1215,4857,1527,6,2,2,10
1215,4858,1527,17,20,2,12
1215,4859,1527,20,8,18,2
1215,4860,1527,4,4,10,18
1216,4861,1528,15,14,16,18
1216,4862,1528,11,16,14,18
1216,4863,1528,7,16,3,20
1216,4864,1528,3,14,3,11
1217,4865,1531,5,18,4,1
1217,4866,1531,12,0,7,7
1217,4867,1531,18,8,19,1
1217,4868,1531,16,9,16,7
1218,4869,1532,8,5,10,17
1218,4870,1532,11,7,1,4
1218,4871,1532,0,4,5,18
1218,4872,1532,9,16,12,18
1219,4873,1533,0,0,2,1
1219,4874,1533,0,9,5,17
1219,4875,1533,12,3,16,4
1219,4876,1533,0,10,6,5
1220,4877,1534,13,6,3,0
1220,4878,1534,13,8,7,7
1220,4879,1534,15,13,20,1
1220,4880,1534,3,1,16,20
1221,4881,1535,4,12,5,20
1221,4882,1535,5,5,20,6
1221,4883,1535,13,10,3,17
1221,4884,1535,2,12,7,15
1222,4885,1536,5,2,15,0
1222,4886,1536,16,12,19,4
1222,4887,1536,4,0,18,16
1222,4888,1536,18,0,18,13
1223,4889,1537,11,11,1,1
1223,4890,1537,1,4,7,16
1223,4891,1537,4,10,15,6
1223,4892,1537,6,10,1,19
1224,4893,1538,13,1,1,20
1224,4894,1538,8,17,14,2
1224,4895,1538,4,0,2,12
1224,4896,1538,4,5,4,17
1225,4897,1541,0,5,11,7
1225,4898,1541,4,3,13,14
1225,4899,1541,11,8,15,18
1225,4900,1541,9,17,8,18
1226,4901,1542,12,17,1,8
1226,4902,1542,2,2,17,2
1226,4903,1542,6,20,3,18
1226,4904,1542,13,16,13,16
1227,4905,1543,15,16,6,6
1227,4906,1543,14,20,18,6
1227,4907,1543,4,13,19,7
1227,4908,1543,11,1,19,13
1228,4909,1544,20,15,8,15
1228,4910,1544,2,6,5,1
1228,4911,1544,1,3,2,10
1228,4912,1544,6,11,0,20
1229,4913,1545,12,10,1,7
1229,4914,1545,13,19,10,4
1229,4915,1545,12,14,15,3
1229,4916,1545,19,3,20,8
1230,4917,1546,17,19,2,5
1230,4918,1546,10,19,15,19
1230,4919,1546,7,6,1,5
1230,4920,1546,11,2,3,6
1231,4921,1547,13,14,20,10
1231,4922,1547,7,4,12,18
1231,4923,1547,0,1,10,8
1231,4924,1547,17,19,7,0
1232,4925,1548,0,14,6,19
1232,4926,1548,20,14,14,14
1232,4927,1548,10,0,6,4
1232,4928,1548,9,6,10,12
1233,4929,1551,6,4,1,11
1233,4930,1551,20,2,10,14
1233,4931,1551,0,15,20,18
1233,4932,1551,12,1,3,18
1234,4933,1552,20,3,11,11
1234,4934,1552,5,10,1,4
1234,4935,1552,20,15,18,1
1234,4936,1552,5,6,3,18
1235,4937,1553,8,1,1,18
1235,4938,1553,19,17,5,14
1235,4939,1553,19,9,14,20
1235,4940,1553,10,0,3,15
1236,4941,1554,9,15,2,0
1236,4942,1554,20,3,15,5
1236,4943,1554,2,16,8,7
1236,4944,1554,17,11,19,18
1237,4945,1555,2,14,12,2
1237,4946,1555,10,20,17,8
1237,4947,1555,3,8,15,0
1237,4948,1555,0,9,4,5
1238,4949,1556,18,10,16,4
1238,4950,1556,12,11,18,13
1238,4951,1556,16,19,10,14
1238,4952,1556,9,19,7,17
1239,4953,1557,8,3,1,12
1239,4954,1557,2,17,15,16
1239,4955,1557,9,12,12,3
1239,4956,1557,11,0,19,17
1240,4957,1558,16,4,6,11
1240,4958,1558,7,17,14,19
1240,4959,1558,3,17,1,8
1240,4960,1558,7,20,11,10
1241,4961,1561,16,6,19,2
1241,4962,1561,4,0,13,18
1241,4963,1561,4,3,19,8
1241,4964,1561,1,12,19,9
1242,4965,1562,9,20,16,10
1242,4966,1562,13,17,13,2
1242,4967,1562,18,13,13,14
1242,4968,1562,14,19,7,0
1243,4969,1563,2,9,11,9
1243,4970,1563,7,9,7,16
1243,4971,1563,9,15,16,14
1243,4972,1563,12,17,5,13
1244,4973,1564,2,18,0,0
1244,4974,1564,16,12,17,6
1244,4975,1564,10,0,1,1
1244,4976,1564,4,19,4,17
1245,4977,1565,6,10,1,11
1245,4978,1565,15,9,17,2
1245,4979,1565,11,3,3,1
1245,4980,1565,0,1,12,6
1246,4981,1566,5,17,19,13
1246,4982,1566,6,2,14,5
1246,4983,1566,3,2,18,16
1246,4984,1566,19,20,12,9
1247,4985,1567,12,5,1,11
1247,4986,1567,19,7,1,8
1247,4987,1567,0,2,13,9
1247,4988,1567,9,11,13,11
1248,4989,1568,0,10,5,13
1248,4990,1568,4,17,19,15
1248,4991,1568,17,6,16,5
1248,4992,1568,18,16,7,5
1249,4993,1571,8,1,5,3
1249,4994,1571,7,17,5,4
1249,4995,1571,8,3,19,16
1249,4996,1571,16,7,18,18
1250,4997,1572,16,3,12,15
1250,4998,1572,8,18,4,0
1250,4999,1572,0,1,17,2
1250,5000,1572,19,17,13,3
1251,5001,1573,7,5,18,7
1251,5002,1573,1,9,2,12
1251,5003,1573,4,13,3,2
1251,5004,1573,14,1,7,10
1252,5005,1574,19,19,13,5
1252,5006,1574,10,18,17,6
1252,5007,1574,12,18,11,3
1252,5008,1574,7,19,7,17
1253,5009,1575,0,18,19,8
1253,5010,1575,2,0,15,18
1253,5011,1575,2,8,5,20
1253,5012,1575,14,2,10,14
1254,5013,1576,13,11,9,17
1254,5014,1576,2,1,15,1
1254,5015,1576,9,3,2,9
1254,5016,1576,4,0,4,15
1255,5017,1577,8,17,4,8
1255,5018,1577,15,17,2,13
1255,5019,1577,15,10,1,17
1255,5020,1577,7,16,19,16
1256,5021,1578,12,20,14,1
1256,5022,1578,13,16,13,0
1256,5023,1578,9,16,1,15
1256,5024,1578,3,6,7,11
1257,5025,1581,4,19,7,11
1257,5026,1581,8,19,19,18
1257,5027,1581,5,4,0,7
1257,5028,1581,12,10,5,7
1258,5029,1582,2,0,4,7
1258,5030,1582,15,5,19,19
1258,5031,1582,8,11,17,12
1258,5032,1582,15,12,14,16
1259,5033,1583,12,1,0,10
1259,5034,1583,15,20,8,12
1259,5035,1583,6,11,19,0
1259,5036,1583,7,19,12,11
1260,5037,1584,11,12,1,9
1260,5038,1584,20,17,18,18
1260,5039,1584,5,10,2,14
1260,5040,1584,1,0,8,5
1261,5041,1585,13,9,15,10
1261,5042,1585,14,15,11,12
1261,5043,1585,18,3,3,13
1261,5044,1585,16,17,7,16
1262,5045,1586,20,18,10,16
1262,5046,1586,0,14,7,4
1262,5047,1586,12,13,0,8
1262,5048,1586,9,20,15,6
1263,5049,1587,13,19,7,15
1263,5050,1587,7,20,11,8
1263,5051,1587,20,8,2,18
1263,5052,1587,3,4,9,7
1264,5053,1588,4,15,3,11
1264,5054,1588,19,0,1,7
1264,5055,1588,8,15,19,9
1264,5056,1588,17,14,19,19
1265,5057,1591,1,8,12,9
1265,5058,1591,9,0,12,1
1265,5059,1591,1,0,10,7
1265,5060,1591,16,12,11,11
1266,5061,1592,5,17,2,5
1266,5062,1592,12,20,9,5
1266,5063,1592,13,0,18,18
1266,5064,1592,3,13,6,12
1267,5065,1593,6,17,0,12
1267,5066,1593,9,13,4,8
1267,5067,1593,1,20,13,5
1267,5068,1593,6,12,19,6
1268,5069,1594,16,13,14,5
1268,5070,1594,6,7,14,5
1268,5071,1594,11,1,14,13
1268,5072,1594,3,1,17,12
1269,5073,1595,14,1,1,12
1269,5074,1595,12,13,2,2
1269,5075,1595,14,5,9,10
1269,5076,1595,19,1,12,20
1270,5077,1596,14,9,12,9
1270,5078,1596,10,8,20,7
1270,5079,1596,11,20,18,11
1270,5080,1596,5,14,10,20
1271,5081,1597,20,8,7,20
1271,5082,1597,7,15,18,12
1271,5083,1597,20,1,4,14
1271,5084,1597,6,15,16,6
1272,5085,1598,15,4,15,6
1272,5086,1598,11,5,9,11
1272,5087,1598,10,0,1,7
1272,5088,1598,13,9,20,14
1273,5089,1601,5,16,9,20
1273,5090,1601,2,2,3,10
1273,5091,1601,10,15,16,11
1273,5092,1601,9,8,14,19
1274,5093,1602,12,3,8,3
1274,5094,1602,15,3,0,20
1274,5095,1602,0,10,7,17
1274,5096,1602,18,19,19,14
1275,5097,1603,4,10,1,6
1275,5098,1603,18,9,20,5
1275,5099,1603,14,6,8,12
1275,5100,1603,8,19,5,2
1276,5101,1604,4,13,17,1
1276,5102,1604,10,5,0,1
1276,5103,1604,15,5,17,14
1276,5104,1604,3,6,20,4
1277,5105,1605,11,2,12,20
1277,5106,1605,20,0,9,9
1277,5107,1605,19,18,10,17
1277,5108,1605,18,6,5,13
1278,5109,1606,10,18,18,18
1278,5110,1606,8,10,6,12
1278,5111,1606,12,4,13,11
1278,5112,1606,4,8,13,7
1279,5113,1607,7,6,19,6
1279,5114,1607,6,17,8,15
1279,5115,1607,0,3,12,3
1279,5116,1607,19,10,4,6
1280,5117,1608,14,19,20,3
1280,5118,1608,3,9,16,19
1280,5119,1608,18,7,17,11
1280,5120,1608,20,18,2,19
1281,5121,1611,10,7,19,20
1281,5122,1611,12,11,12,4
1281,5123,1611,1,2,9,3
1281,5124,1611,18,5,17,17
1282,5125,1612,0,7,14,19
1282,5126,1612,9,0,5,8
1282,5127,1612,16,19,0,4
1282,5128,1612,19,13,20,8
1283,5129,1613,3,0,14,12
1283,5130,1613,2,3,16,7
1283,5131,1613,10,6,16,5
1283,5132,1613,4,8,20,1
1284,5133,1614,18,11,8,13
1284,5134,1614,15,16,20,8
1284,5135,1614,15,18,13,15
1284,5136,1614,10,11,19,10
1285,5137,1615,1,16,19,0
1285,5138,1615,10,19,1,9
1285,5139,1615,16,6,6,11
1285,5140,1615,0,3,3,6
1286,5141,1616,13,16,10,18
1286,5142,1616,14,1,19,6
1286,5143,1616,17,3,0,17
1286,5144,1616,13,4,18,0
1287,5145,1617,16,10,1,11
1287,5146,1617,0,14,8,2
1287,5147,1617,8,11,14,0
1287,5148,1617,6,0,11,19
1288,5149,1618,14,16,1,11
1288,5150,1618,19,1,6,0
1288,5151,1618,7,17,11,12
1288,5152,1618,3,15,3,6
1289,5153,1621,1,8,2,11
1289,5154,1621,1,1,8,11
1289,5155,1621,4,18,11,3
1289,5156,1621,19,19,1,7
1290,5157,1622,6,20,8,8
1290,5158,1622,0,1,1,20
1290,5159,1622,14,9,15,13
1290,5160,1622,1,17,10,17
1291,5161,1623,13,12,8,15
1291,5162,1623,16,8,4,14
1291,5163,1623,4,2,18,6
1291,5164,1623,10,12,14,5
1292,5165,1624,4,19,11,5
1292,5166,1624,4,1,6,13
1292,5167,1624,4,1,6,9
1292,5168,1624,7,7,18,17
1293,5169,1625,16,8,18,6
1293,5170,1625,6,16,18,13
1293,5171,1625,8,15,18,14
1293,5172,1625,2,2,7,4
1294,5173,1626,17,8,7,0
1294,5174,1626,4,9,13,7
1294,5175,1626,14,13,7,6
1294,5176,1626,8,3,15,17
1295,5177,1627,17,12,18,18
1295,5178,1627,9,13,8,13
1295,5179,1627,16,5,2,3
1295,5180,1627,10,12,5,1
1296,5181,1628,13,4,9,0
1296,5182,1628,7,14,18,2
1296,5183,1628,6,19,11,9
1296,5184,1628,6,12,10,0
1297,5185,1631,4,17,3,19
1297,5186,1631,3,13,6,9
1297,5187,1631,10,5,15,13
1297,5188,1631,10,20,10,4
1298,5189,1632,17,19,8,14
1298,5190,1632,18,6,20,1
1298,5191,1632,12,4,5,15
1298,5192,1632,6,12,19,1
1299,5193,1633,2,6,7,9
1299,5194,1633,2,12,15,14
1299,5195,1633,13,18,13,13
1299,5196,1633,12,1,1,0
1300,5197,1634,8,2,7,6
1300,5198,1634,10,15,2,13
1300,5199,1634,9,4,2,4
1300,5200,1634,5,19,11,6
1301,5201,1635,14,12,13,18
1301,5202,1635,19,18,3,14
1301,5203,1635,4,19,11,6
1301,5204,1635,16,0,12,10
1302,5205,1636,11,15,4,15
1302,5206,1636,9,20,19,13
1302,5207,1636,5,14,7,6
1302,5208,1636,8,18,3,15
1303,5209,1637,18,12,9,7
1303,5210,1637,15,0,14,18
1303,5211,1637,0,16,19,14
1303,5212,1637,19,12,14,3
1304,5213,1638,0,6,14,0
1304,5214,1638,15,8,2,7
1304,5215,1638,14,15,3,4
1304,5216,1638,2,4,5,15
1305,5217,1641,13,6,12,17
1305,5218,1641,7,0,2,15
1305,5219,1641,18,12,1,3
1305,5220,1641,8,3,4,10
1306,5221,1642,11,18,18,14
1306,5222,1642,12,12,13,15
1306,5223,1642,15,12,12,10
1306,5224,1642,8,12,1,17
1307,5225,1643,6,19,2,0
1307,5226,1643,4,15,15,7
1307,5227,1643,18,20,16,6
1307,5228,1643,20,0,7,17
1308,5229,1644,4,6,4,19
1308,5230,1644,16,4,16,5
1308,5231,1644,2,17,20,13
1308,5232,1644,0,15,5,1
1309,5233,1645,6,12,0,18
1309,5234,1645,13,5,11,14
1309,5235,1645,7,1,13,19
1309,5236,1645,16,16,13,19
1310,5237,1646,5,0,7,17
1310,5238,1646,0,6,17,14
1310,5239,1646,9,3,11,15
1310,5240,1646,10,0,6,20
1311,5241,1647,2,20,8,11
1311,5242,1647,3,3,18,13
1311,5243,1647,5,12,7,11
1311,5244,1647,12,6,19,0
1312,5245,1648,19,2,19,8
1312,5246,1648,3,19,5,9
1312,5247,1648,1,20,2,9
1312,5248,1648,20,19,17,11
1313,5249,1651,3,15,11,2
1313,5250,1651,18,3,8,20
1313,5251,1651,19,8,9,15
1313,5252,1651,14,17,19,18
1314,5253,1652,1,10,14,2
1314,5254,1652,14,17,6,15
1314,5255,1652,5,2,7,19
1314,5256,1652,7,8,12,17
1315,5257,1653,1,18,2,16
1315,5258,1653,2,17,14,18
1315,5259,1653,10,3,5,19
1315,5260,1653,20,11,6,1
1316,5261,1654,17,4,9,0
1316,5262,1654,13,16,15,2
1316,5263,1654,2,6,14,16
1316,5264,1654,1,0,18,7
1317,5265,1655,3,13,4,12
1317,5266,1655,20,20,18,13
1317,5267,1655,14,17,19,12
1317,5268,1655,10,3,13,18
1318,5269,1656,17,10,3,10
1318,5270,1656,3,18,15,16
1318,5271,1656,11,15,2,14
1318,5272,1656,13,9,5,7
1319,5273,1657,6,11,12,18
1319,5274,1657,5,2,18,5
1319,5275,1657,7,0,3,6
1319,5276,1657,19,12,8,5
1320,5277,1658,17,18,15,5
1320,5278,1658,6,4,6,9
1320,5279,1658,11,18,20,3
1320,5280,1658,18,18,0,2
1321,5281,1661,12,1,19,12
1321,5282,1661,19,17,10,10
1321,5283,1661,1,8,14,7
1321,5284,1661,13,15,15,3
1322,5285,1662,14,12,5,17
1322,5286,1662,17,12,4,2
1322,5287,1662,8,3,19,13
1322,5288,1662,19,20,14,3
1323,5289,1663,18,14,3,0
1323,5290,1663,11,13,11,18
1323,5291,1663,9,20,16,10
1323,5292,1663,20,17,9,2
1324,5293,1664,14,8,20,15
1324,5294,1664,5,10,10,1
1324,5295,1664,2,8,10,3
1324,5296,1664,6,13,1,14
1325,5297,1665,5,9,1,8
1325,5298,1665,2,6,16,16
1325,5299,1665,17,0,5,7
1325,5300,1665,19,1,5,8
1326,5301,1666,11,19,11,2
1326,5302,1666,20,7,9,9
1326,5303,1666,13,4,7,9
1326,5304,1666,11,13,3,5
1327,5305,1667,5,8,7,19
1327,5306,1667,4,20,4,5
1327,5307,1667,12,6,15,14
1327,5308,1667,12,7,19,1
1328,5309,1668,17,13,3,1
1328,5310,1668,13,0,1,1
1328,5311,1668,19,15,5,6
1328,5312,1668,12,17,17,5
1329,5313,1671,2,4,18,18
1329,5314,1671,9,20,19,2
1329,5315,1671,17,1,14,0
1329,5316,1671,2,17,2,16
1330,5317,1672,16,18,17,1
1330,5318,1672,3,13,20,4
1330,5319,1672,1,17,14,13
1330,5320,1672,2,15,0,19
1331,5321,1673,4,14,11,9
1331,5322,1673,3,9,5,4
1331,5323,1673,1,16,14,0
1331,5324,1673,6,4,2,7
1332,5325,1674,17,9,18,1
1332,5326,1674,4,8,20,7
1332,5327,1674,16,14,17,17
1332,5328,1674,12,9,1,8
1333,5329,1675,2,4,8,10
1333,5330,1675,12,1,10,0
1333,5331,1675,16,8,0,7
1333,5332,1675,4,15,6,18
1334,5333,1676,15,0,0,7
1334,5334,1676,9,16,14,12
1334,5335,1676,11,3,17,20
1334,5336,1676,6,17,20,2
1335,5337,1677,15,20,1,16
1335,5338,1677,20,14,11,11
1335,5339,1677,0,2,6,20
1335,5340,1677,13,20,11,10
1336,5341,1678,17,11,3,8
1336,5342,1678,1,14,18,9
1336,5343,1678,20,3,1,12
1336,5344,1678,10,17,8,0
1337,5345,1681,9,17,11,19
1337,5346,1681,5,14,0,0
1337,5347,1681,18,10,3,19
1337,5348,1681,0,11,8,1
1338,5349,1682,10,10,4,16
1338,5350,1682,18,20,10,7
1338,5351,1682,10,12,18,6
1338,5352,1682,15,18,8,9
1339,5353,1683,16,17,13,12
1339,5354,1683,9,5,16,2
1339,5355,1683,6,15,6,2
1339,5356,1683,1,2,9,18
1340,5357,1684,4,6,16,14
1340,5358,1684,14,2,2,12
1340,5359,1684,13,9,7,16
1340,5360,1684,17,6,17,13
1341,5361,1685,12,19,1,5
1341,5362,1685,14,11,13,18
1341,5363,1685,10,11,6,8
1341,5364,1685,20,13,17,1
1342,5365,1686,17,11,15,4
1342,5366,1686,9,17,13,10
1342,5367,1686,12,10,0,19
1342,5368,1686,5,11,12,19
1343,5369,1687,6,7,17,11
1343,5370,1687,20,12,3,0
1343,5371,1687,3,6,6,18
1343,5372,1687,9,15,14,17
1344,5373,1688,4,18,11,6
1344,5374,1688,9,11,14,18
1344,5375,1688,10,10,19,20
1344,5376,1688,19,5,18,10
1345,5377,1691,8,17,9,20
1345,5378,1691,12,14,6,18
1345,5379,1691,18,17,0,19
1345,5380,1691,4,9,2,15
1346,5381,1692,0,18,5,0
1346,5382,1692,3,12,14,12
1346,5383,1692,17,19,19,10
1346,5384,1692,14,20,5,4
1347,5385,1693,9,6,15,19
1347,5386,1693,13,4,7,17
1347,5387,1693,2,12,19,16
1347,5388,1693,7,16,4,8
1348,5389,1694,18,6,16,7
1348,5390,1694,18,16,17,13
1348,5391,1694,15,10,12,13
1348,5392,1694,4,14,9,8
1349,5393,1695,9,17,10,7
1349,5394,1695,19,8,9,5
1349,5395,1695,7,7,15,3
1349,5396,1695,7,13,13,2
1350,5397,1696,3,2,17,5
1350,5398,1696,17,11,18,14
1350,5399,1696,9,17,10,0
1350,5400,1696,2,19,7,10
1351,5401,1697,20,20,7,9
1351,5402,1697,11,2,4,12
1351,5403,1697,13,19,20,7
1351,5404,1697,9,11,16,5
1352,5405,1698,15,6,15,7
1352,5406,1698,1,14,20,6
1352,5407,1698,13,17,8,8
1352,5408,1698,20,14,19,20
1353,5409,1701,3,10,2,17
1353,5410,1701,6,11,15,13
1353,5411,1701,15,16,9,4
1353,5412,1701,12,15,12,5
1354,5413,1702,7,19,16,15
1354,5414,1702,19,18,9,19
1354,5415,1702,19,4,9,20
1354,5416,1702,8,4,5,11
1355,5417,1703,6,9,0,7
1355,5418,1703,7,19,17,19
1355,5419,1703,9,2,20,0
1355,5420,1703,16,6,8,8
1356,5421,1704,18,0,16,17
1356,5422,1704,15,0,1,7
1356,5423,1704,15,7,15,9
1356,5424,1704,8,4,15,9
1357,5425,1705,9,3,13,3
1357,5426,1705,9,1,11,0
1357,5427,1705,4,0,19,16
1357,5428,1705,20,20,16,13
1358,5429,1706,7,12,4,19
1358,5430,1706,1,4,7,1
1358,5431,1706,8,17,19,16
1358,5432,1706,20,18,0,4
1359,5433,1707,19,1,0,19
1359,5434,1707,2,11,20,3
1359,5435,1707,4,9,15,20
1359,5436,1707,6,3,19,9
1360,5437,1708,5,1,6,20
1360,5438,1708,9,1,15,3
1360,5439,1708,12,0,4,12
1360,5440,1708,7,13,19,13
1361,5441,1711,16,10,13,7
1361,5442,1711,0,8,4,7
1361,5443,1711,2,17,20,16
1361,5444,1711,13,11,6,20
1362,5445,1712,8,4,0,3
1362,5446,1712,9,3,16,11
1362,5447,1712,0,20,9,20
1362,5448,1712,13,8,12,3
1363,5449,1713,4,4,3,4
1363,5450,1713,14,0,16,13
1363,5451,1713,0,9,15,9
1363,5452,1713,1,13,11,17
1364,5453,1714,3,1,11,13
1364,5454,1714,9,5,7,2
1364,5455,1714,3,0,13,2
1364,5456,1714,14,7,16,10
1365,5457,1715,15,13,6,10
1365,5458,1715,11,4,3,11
1365,5459,1715,14,1,5,1
1365,5460,1715,12,2,13,8
1366,5461,1716,15,20,13,0
1366,5462,1716,10,14,0,11
1366,5463,1716,16,19,2,6
1366,5464,1716,10,5,14,2
1367,5465,1717,19,10,11,3
1367,5466,1717,0,15,2,13
1367,5467,1717,2,6,4,17
1367,5468,1717,9,10,17,17
1368,5469,1718,18,17,16,8
1368,5470,1718,7,0,12,16
1368,5471,1718,7,16,14,10
1368,5472,1718,1,13,16,11
1369,5473,1721,2,7,13,13
1369,5474,1721,3,4,14,15
1369,5475,1721,6,9,13,13
1369,5476,1721,13,17,7,19
1370,5477,1722,6,14,8,3
1370,5478,1722,18,4,3,9
1370,5479,1722,5,4,14,18
1370,5480,1722,8,10,6,19
1371,5481,1723,5,3,2,8
1371,5482,1723,19,0,19,3
1371,5483,1723,13,20,19,1
1371,5484,1723,6,20,0,3
1372,5485,1724,3,14,19,6
1372,5486,1724,17,8,20,0
1372,5487,1724,14,0,2,6
1372,5488,1724,18,12,19,5
1373,5489,1725,16,9,19,11
1373,5490,1725,2,10,11,19
1373,5491,1725,3,11,1,14
1373,5492,1725,4,6,15,3
1374,5493,1726,11,5,0,2
1374,5494,1726,7,3,14,0
1374,5495,1726,16,14,12,10
1374,5496,1726,16,11,10,12
1375,5497,1727,11,0,8,20
1375,5498,1727,14,10,3,19
1375,5499,1727,13,7,1,4
1375,5500,1727,10,9,20,17
1376,5501,1728,1,10,7,7
1376,5502,1728,17,8,8,14
1376,5503,1728,10,4,11,2
1376,5504,1728,18,4,10,7
1377,5505,1731,4,20,12,3
1377,5506,1731,14,2,15,20
1377,5507,1731,20,0,2,8
1377,5508,1731,9,7,9,6
1378,5509,1732,1,6,3,17
1378,5510,1732,16,13,0,1
1378,5511,1732,2,9,0,6
1378,5512,1732,1,6,17,16
1379,5513,1733,11,5,8,9
1379,5514,1733,11,11,9,10
1379,5515,1733,0,4,10,11
1379,5516,1733,12,2,4,2
1380,5517,1734,11,10,16,12
1380,5518,1734,4,5,12,15
1380,5519,1734,20,2,9,8
1380,5520,1734,8,10,0,5
1381,5521,1735,15,12,2,14
1381,5522,1735,19,20,19,17
1381,5523,1735,4,10,1,16
1381,5524,1735,20,0,9,6
1382,5525,1736,10,11,10,5
1382,5526,1736,7,7,1,8
1382,5527,1736,2,8,1,1
1382,5528,1736,3,20,8,9
1383,5529,1737,16,2,4,16
1383,5530,1737,9,6,0,11
1383,5531,1737,1,18,14,1
1383,5532,1737,13,16,0,9
1384,5533,1738,14,20,1,6
1384,5534,1738,12,0,8,16
1384,5535,1738,8,16,7,0
1384,5536,1738,16,18,10,18
1385,5537,1741,0,16,5,3
1385,5538,1741,3,19,11,5
1385,5539,1741,0,0,9,0
1385,5540,1741,20,9,15,16
1386,5541,1742,12,20,16,14
1386,5542,1742,7,17,15,7
1386,5543,1742,4,1,4,5
1386,5544,1742,8,5,12,4
1387,5545,1743,19,9,3,15
1387,5546,1743,17,13,20,2
1387,5547,1743,18,11,3,3
1387,5548,1743,10,6,13,17
1388,5549,1744,5,17,20,13
1388,5550,1744,0,2,7,7
1388,5551,1744,6,15,11,14
1388,5552,1744,3,13,15,2
