studentExamsID,firstQuarterAverage,secondQuarterAverage,thirdQuarterAverage,fourthQuarterAverage,overAllAverage,passCondition
1383,65.75,89.16667,55.16667,75.91667,71.5000025,FAIL
1384,77.83333,61.5,63.83333,70,68.291665,FAIL
1385,61.75,80.33333,51.33333,56.66667,62.5208325,FAIL
1386,62.41667,73.41667,66.41667,60.83333,65.770835,FAIL
1387,66.66667,64.41667,83.08333,58.58333,68.1875,FAIL
1388,72.83333,82.41667,54.58333,51.66667,65.375,FAIL
1389,65.83333,85.91667,91.75,54.33333,74.4583325,FAIL
1390,59.41667,67.33333,62.83333,71.25,65.2083325,FAIL
1391,90.91667,54.33333,55.83333,49.08333,62.541665,FAIL
1392,72,63.58333,63.91667,52.25,62.9375,FAIL
1393,86.08333,63.5,54.75,71.75,69.0208325,FAIL
1394,47.33333,83.66667,79.33333,80,72.5833325,FAIL
1395,52.91667,70.75,81.16667,69.75,68.645835,FAIL
1396,89.41667,59.25,73.5,53.5,68.9166675,FAIL
1397,89.16667,54.83333,71,64.25,69.8125,FAIL
1398,61.25,66,50.66667,63.41667,60.333335,FAIL
1399,77,71.33333,76.25,80.16667,76.1875,PASS
1400,86.08333,63.75,50.83333,78.33333,69.7499975,FAIL
1401,73.41667,77.41667,62.75,71.25,71.208335,FAIL
1402,72.41667,63.16667,71.08333,63.75,67.6041675,FAIL
1403,77.75,67.83333,76.41667,58.66667,70.1666675,FAIL
1404,86,66.66667,82.75,70.83333,76.5625,PASS
1405,72,73.91667,80.5,61.08333,71.875,FAIL
1406,82.5,71.5,52.83333,61.41667,67.0625,FAIL
1407,47.75,80.41667,57.91667,54.08333,60.0416675,FAIL
1408,77.91667,55.33333,55.91667,83.75,68.2291675,FAIL
1409,62.08333,74.08333,73.5,53.41667,65.7708325,FAIL
1410,78.66667,56.75,52.16667,64.16667,62.9375025,FAIL
1411,61.75,53.5,79.41667,80.33333,68.75,FAIL
1412,52.33333,47.91667,63.91667,64,57.0416675,FAIL
1413,78,55.5,76.33333,57.66667,66.875,FAIL
1414,83.75,72.16667,81.91667,80.16667,79.5000025,PASS
1415,62.75,63.91667,67.08333,70.66667,66.1041675,FAIL
1416,79.5,52.16667,52.58333,65.5,62.4375,FAIL
1417,55.41667,63.25,92.91667,61.75,68.333335,FAIL
1418,68.83333,61.58333,71.83333,74.83333,69.27083,FAIL
1419,65.58333,45.33333,58.58333,61,57.6249975,FAIL
1420,81.83333,66.41667,79.58333,46.66667,68.625,FAIL
1421,91.25,57.25,57.33333,86.58333,73.104165,FAIL
1422,61.08333,90.75,71.58333,87.41667,77.7083325,PASS
1423,67,71.91667,70.41667,84.41667,73.4375025,FAIL
1424,47.75,90.75,84.08333,75.41667,74.5,FAIL
1425,73.25,61.75,87.16667,74.33333,74.125,FAIL
1426,56.08333,80.91667,82.58333,82.41667,75.5,PASS
1427,55.75,63.58333,62.5,63,61.2083325,FAIL
1428,62.33333,60.41667,68.66667,88.33333,69.9375,FAIL
1429,58.91667,71.33333,72.25,51,63.375,FAIL
1430,62,53.08333,95,77.16667,71.8125,FAIL
1431,75.16667,65.5,67.91667,49.75,64.583335,FAIL
1432,92.41667,54.58333,64.66667,80.08333,72.9375,FAIL
1433,69.66667,58.16667,62.16667,60.33333,62.583335,FAIL
1434,78.08333,76.83333,55.58333,52.58333,65.77083,FAIL
1435,52.25,76.75,59.83333,59.91667,62.1875,FAIL
1436,83.08333,64.08333,81.66667,71.91667,75.1875,PASS
1437,71.33333,74.83333,83.33333,87.5,79.2499975,PASS
1438,69.83333,81.66667,59.5,80.16667,72.7916675,FAIL
1439,63.33333,69.25,88.41667,52.33333,68.3333325,FAIL
1440,49.33333,89.41667,54.75,71.16667,66.1666675,FAIL
1441,51.75,72,53.75,86.66667,66.0416675,FAIL
1442,72.5,61,84,81.75,74.8125,FAIL
1443,75.5,81,56.5,65.41667,69.6041675,FAIL
1444,50.58333,78.33333,52.25,81.66667,65.7083325,FAIL
1445,69.5,81.91667,48.75,77.08333,69.3125,FAIL
1446,59.5,86.83333,48.83333,69,66.041665,FAIL
1447,85,56.58333,73.41667,63.58333,69.6458325,FAIL
1448,82.91667,67,69.25,81.83333,75.25,PASS
1449,89.33333,62.5,56,65.5,68.3333325,FAIL
1450,89.75,77.75,66.75,77.16667,77.8541675,PASS
1451,51.25,68.33333,48.25,85.5,63.3333325,FAIL
1452,48.75,72.66667,79.75,80.91667,70.520835,FAIL
1453,87.08333,47.58333,71.41667,63.5,67.3958325,FAIL
1454,67.75,58.91667,50.75,80.41667,64.458335,FAIL
1455,56.66667,70.25,72.08333,65.75,66.1875,FAIL
1456,67.5,60.83333,50.58333,87.58333,66.6249975,FAIL
1457,83.16667,70.33333,63.75,85.91667,75.7916675,PASS
1458,63.5,80.25,75.25,76.83333,73.9583325,FAIL
1459,76.08333,78.83333,76.33333,62.5,73.4374975,FAIL
1460,51.33333,72.41667,70.25,53.25,61.8125,FAIL
1461,63.41667,53.75,57.66667,92,66.708335,FAIL
1462,66.25,75.16667,84.5,59.33333,71.3125,FAIL
1463,56.25,65.66667,60.66667,80.66667,65.8125025,FAIL
1464,74.75,66.66667,56.83333,93,72.8125,FAIL
1465,72.58333,60.5,87.33333,71.91667,73.0833325,FAIL
1466,81.66667,56.33333,79.66667,56.25,68.4791675,FAIL
1467,77.75,68.5,65.83333,65.25,69.3333325,FAIL
1468,79.33333,74.66667,78.83333,61.25,73.5208325,FAIL
1469,76.66667,89.75,71.16667,94.25,82.958335,PASS
1470,48.91667,61.83333,54.75,55.58333,55.2708325,FAIL
1471,49.5,88.08333,84.5,80.75,75.7083325,PASS
1472,69.08333,58.66667,94.5,58.33333,70.1458325,FAIL
1473,61.41667,66.66667,83.16667,78.83333,72.520835,FAIL
1474,60.41667,58.16667,85,73.08333,69.1666675,FAIL
1475,62.83333,66.58333,66.16667,77.08333,68.166665,FAIL
1476,60.25,54.91667,59.75,80.58333,63.875,FAIL
1477,60.33333,89.75,58,89.83333,74.479165,FAIL
1478,80.5,61.25,79.83333,50.58333,68.041665,FAIL
1479,81.75,53.66667,60.41667,66.5,65.583335,FAIL
1480,65.25,55.25,59.83333,53.58333,58.479165,FAIL
1481,85.41667,90,58,66.58333,75,PASS
1482,83.66667,75.41667,74.66667,62.41667,74.04167,FAIL
1483,74.41667,68.83333,81.91667,64.91667,72.520835,FAIL
1484,80,68.5,90.58333,62.83333,75.479165,PASS
1485,86.41667,64.75,80.41667,89.58333,80.2916675,PASS
1486,90.75,60.58333,86.58333,76.08333,78.4999975,PASS
1487,92.75,58.33333,60.33333,82.83333,73.5624975,FAIL
1488,66.16667,88.83333,65.75,60.75,70.375,FAIL
1489,83.08333,61.16667,88.16667,65.25,74.4166675,FAIL
1490,74.66667,80.58333,65.91667,84.5,76.4166675,PASS
1491,79.33333,89.25,65.25,75.5,77.3333325,PASS
1492,84.16667,53.75,88.16667,54.75,70.208335,FAIL
1493,84.25,57.5,83.16667,59.91667,71.208335,FAIL
1494,78.5,89.91667,67.75,73.41667,77.395835,PASS
1495,85.5,69.41667,61.5,66.33333,70.6875,FAIL
1496,82.41667,67.91667,89.08333,67.16667,76.645835,PASS
1497,84.5,52.5,85.41667,57.91667,70.083335,FAIL
1498,86.41667,60.41667,69.41667,68.5,71.1875025,FAIL
1499,49.91667,54.66667,50.66667,80.91667,59.04167,FAIL
1500,96.25,51.16667,77.25,70.83333,73.875,FAIL
1501,79.25,87.41667,84.33333,87.16667,84.5416675,PASS
1502,55.75,55.75,58.91667,58.41667,57.208335,FAIL
1503,75.66667,63.41667,64,87.5,72.645835,FAIL
1504,67.83333,76.66667,61.83333,67.58333,68.479165,FAIL
1505,73.5,65.66667,64.66667,69.91667,68.4375025,FAIL
1506,46,87.66667,51.75,93.41667,69.708335,FAIL
1507,67.16667,63.16667,58.58333,77.08333,66.5,FAIL
1508,77.75,90.25,61.33333,88.16667,79.375,PASS
1509,70.41667,81.75,89.41667,76.25,79.458335,PASS
1510,83.25,93.25,71.33333,58.08333,76.479165,PASS
1511,78.75,71.5,71.33333,85.83333,76.854165,PASS
1512,60.33333,81.33333,86.5,85.41667,78.3958325,PASS
1513,82.66667,53.83333,87.75,62.83333,71.7708325,FAIL
1514,68.91667,75.33333,88.91667,66.16667,74.833335,FAIL
1515,84.75,56.66667,90.5,62.58333,73.625,FAIL
1516,79.33333,66.75,81.41667,58.91667,71.6041675,FAIL
1517,54.16667,86.83333,63.33333,78.83333,70.791665,FAIL
1518,64.83333,53.58333,63.33333,83.16667,66.229165,FAIL
1519,42.5,79.75,76.16667,69.33333,66.9375,FAIL
1520,78.41667,64.91667,61.75,89.66667,73.6875025,FAIL
1521,61.5,66.58333,80,58.25,66.5833325,FAIL
1522,51.91667,78.16667,59.66667,84.91667,68.66667,FAIL
1523,84.58333,80.33333,87.91667,85.66667,84.625,PASS
1524,68.41667,70.41667,68.5,78.16667,71.3750025,FAIL
1525,79.25,86.25,87.58333,60,78.2708325,PASS
1526,79.75,51.83333,57.16667,43.75,58.125,FAIL
1527,45.5,67.83333,72.75,73.25,64.8333325,FAIL
1528,61.83333,55.33333,52,53.75,55.729165,FAIL
1529,74.66667,57,81.5,66.91667,70.020835,FAIL
1530,59.83333,80.5,92.75,59,73.0208325,FAIL
1531,75.91667,67.58333,81.5,57.5,70.625,FAIL
1532,68.66667,87.41667,63,58.16667,69.3125025,FAIL
1533,82.33333,80.66667,68.5,59.33333,72.7083325,FAIL
1534,71.91667,61.83333,86.08333,70.5,72.5833325,FAIL
1535,61.66667,54.25,55.66667,70.5,60.520835,FAIL
1536,50.16667,77.08333,59.08333,60.25,61.6458325,FAIL
1537,58.5,53.08333,47,78.33333,59.229165,FAIL
1538,74.75,53.25,52.83333,50.91667,57.9375,FAIL
1539,56.16667,70.75,70.58333,80.91667,69.6041675,FAIL
1540,88.58333,84.91667,67.08333,68.83333,77.354165,PASS
1541,90,50.83333,48.83333,63.66667,63.3333325,FAIL
1542,76.66667,71.83333,82.75,54.33333,71.3958325,FAIL
1543,76.58333,51.91667,60.58333,52.41667,60.375,FAIL
1544,55.25,79.08333,88.16667,50,68.125,FAIL
1545,60.66667,68.75,59,63.33333,62.9375,FAIL
1546,92.25,61.08333,62.25,83.33333,74.729165,FAIL
1547,86,88.91667,60.25,76,77.7916675,PASS
1548,76,59.16667,80.25,91,76.6041675,PASS
1549,84.33333,78.58333,87.91667,75.08333,81.479165,PASS
1550,51.33333,90.75,65.91667,78.41667,71.6041675,FAIL
1551,60.08333,86.5,92.25,86.91667,81.4375,PASS
1552,88.41667,69.75,78.33333,74.66667,77.7916675,PASS
1553,75.08333,76,59.66667,55,66.4375,FAIL
1554,70.75,48.58333,50,80.83333,62.541665,FAIL
1555,83.33333,87,54.91667,61.75,71.75,FAIL
1556,94.5,80.75,70.25,52.5,74.5,FAIL
1557,62.16667,63.16667,60.08333,70.08333,63.875,FAIL
1558,70.91667,89.91667,62.16667,78.91667,75.47917,PASS
1559,67.91667,96.25,62.08333,76.91667,75.7916675,PASS
1560,87,62.41667,55.08333,50.5,63.75,FAIL
1561,51.75,84.08333,67.5,78.58333,70.479165,FAIL
1562,59.33333,55,73.91667,85.16667,68.3541675,FAIL
1563,80.83333,68.66667,78.5,67.33333,73.8333325,FAIL
1564,85.58333,56.16667,52.58333,51.83333,61.541665,FAIL
1565,82.58333,56.5,57.66667,75.58333,68.0833325,FAIL
1566,95.16667,67.91667,66.83333,79.66667,77.395835,PASS
1567,76.16667,65.83333,82.75,85,77.4375,PASS
1568,50.41667,50.83333,83.75,62.58333,61.8958325,FAIL
1569,79.16667,51.91667,64.16667,82,69.3125025,FAIL
1570,75.91667,59.66667,80,74,72.395835,FAIL
1571,53.75,65.41667,64.5,68,62.9166675,FAIL
1572,63.5,84,79.08333,64.5,72.7708325,FAIL
1573,47.58333,85.91667,67.58333,59.58333,65.166665,FAIL
1574,70.75,53.58333,63,68.75,64.0208325,FAIL
1575,46.83333,80.83333,71.25,77.16667,69.0208325,FAIL
1576,82.58333,84.66667,77.25,83.75,82.0625,PASS
1577,51,87.16667,68.25,84.25,72.6666675,FAIL
1578,85.83333,59.91667,79.66667,66.75,73.0416675,FAIL
1579,53.83333,69.66667,78.16667,56.08333,64.4375,FAIL
1580,51.25,82.66667,75.41667,65.16667,68.6250025,FAIL
1581,65.33333,60.75,73.08333,52.91667,63.0208325,FAIL
1582,51.75,78.33333,85.66667,52.5,67.0625,FAIL
1583,88.75,56.33333,83.91667,50.75,69.9375,FAIL
1584,63.25,65.66667,69.5,59.75,64.5416675,FAIL
1585,69.16667,64.41667,76.25,91.41667,75.3125025,PASS
1586,69.41667,79.75,61.5,88.75,74.8541675,FAIL
1587,75.66667,79.25,53.33333,62.25,67.625,FAIL
1588,58.41667,55.66667,62.25,88.66667,66.2500025,FAIL
1589,69.75,71.16667,62.58333,69.91667,68.3541675,FAIL
1590,64.33333,64.33333,73.83333,52.16667,63.666665,FAIL
1591,56.41667,67.33333,54.75,56.25,58.6875,FAIL
1592,64.5,59.83333,63.08333,70.41667,64.4583325,FAIL
1593,48.08333,49.5,88.75,84.58333,67.729165,FAIL
1594,56.33333,85.16667,83.91667,82.66667,77.020835,PASS
1595,59,73.91667,85.33333,74.16667,73.1041675,FAIL
1596,83.25,86.91667,70.33333,59.25,74.9375,FAIL
1597,71.16667,67.75,64.16667,65.25,67.083335,FAIL
1598,80.16667,52.91667,90.5,77.91667,75.3750025,PASS
1599,53.91667,89.16667,87.16667,89.25,79.8750025,PASS
1600,55.83333,66.41667,55.75,60.5,59.625,FAIL
1601,86.75,50.41667,77.75,75.41667,72.583335,FAIL
1602,93.83333,49.33333,85.5,54.33333,70.7499975,FAIL
1603,62.08333,71.33333,73.83333,76.41667,70.916665,FAIL
1604,74.33333,76.91667,75.75,55.66667,70.6666675,FAIL
1605,69.16667,85.5,67,87.08333,77.1875,PASS
1606,63.83333,71.08333,69,70.75,68.666665,FAIL
1607,89.41667,65.08333,70.91667,56.5,70.4791675,FAIL
1608,49.33333,75.08333,62.91667,59.91667,61.8125,FAIL
1609,65.91667,61.16667,94,78.16667,74.8125025,FAIL
1610,73.41667,63.58333,83.25,70.16667,72.6041675,FAIL
1611,88.58333,80.5,79,46.5,73.6458325,FAIL
1612,71.25,74.5,77.33333,88.58333,77.916665,PASS
1613,56.25,74.08333,57,68.16667,63.875,FAIL
1614,56.91667,75.33333,62.91667,70.16667,66.333335,FAIL
1615,66.16667,66.25,68,51.25,62.9166675,FAIL
1616,55.41667,65.41667,58.41667,82.58333,65.458335,FAIL
1617,63.25,49.5,79.83333,93.75,71.5833325,FAIL
1618,85.58333,55.16667,73.58333,59.5,68.4583325,FAIL
1619,84.75,82.58333,88.75,52.91667,77.25,PASS
1620,55.83333,87.5,78.33333,91,78.166665,PASS
1621,78.83333,80,86.5,50.08333,73.854165,FAIL
1622,51.41667,93.66667,60,51.66667,64.1875025,FAIL
1623,57.91667,70.41667,60.25,62,62.645835,FAIL
1624,76.83333,75.58333,87.5,53.41667,73.3333325,FAIL
1625,87.08333,70.66667,78.58333,79,78.8333325,PASS
1626,81.08333,81,51.16667,70.16667,70.8541675,FAIL
1627,58.75,85,63.5,78.58333,71.4583325,FAIL
1628,76.75,56.41667,67.58333,60.16667,65.2291675,FAIL
1629,67.58333,85.08333,84.16667,67.75,76.1458325,PASS
1630,46.58333,83.91667,72,80.33333,70.7083325,FAIL
1631,54.83333,61,47,77.25,60.0208325,FAIL
1632,56.5,75.58333,60.33333,58.91667,62.8333325,FAIL
1633,88.83333,70.08333,57,61.58333,69.3749975,FAIL
1634,63.5,79.91667,76.75,73.83333,73.5,FAIL
1635,62.33333,81.5,58.5,59.83333,65.541665,FAIL
1636,84.41667,70.33333,58.66667,69.91667,70.833335,FAIL
1637,88.66667,71.08333,77.41667,83.58333,80.1875,PASS
1638,67.91667,52.66667,84.08333,54.16667,64.708335,FAIL
1639,71.91667,88.83333,76.08333,81,79.4583325,PASS
1640,75.41667,92.16667,62.25,90.41667,80.0625025,PASS
1641,58.66667,63.08333,51.08333,46.75,54.8958325,FAIL
1642,73.5,66.08333,61.66667,56,64.3125,FAIL
1643,59.83333,64.75,90.41667,61,69,FAIL
1644,68.41667,49.25,88.75,55.58333,65.5,FAIL
1645,60.58333,84.33333,61.08333,55.25,65.3124975,FAIL
1646,55.08333,75.5,55.5,65.08333,62.791665,FAIL
1647,70.25,79.58333,60,79.58333,72.354165,FAIL
1648,46.75,68.58333,58.33333,76,62.416665,FAIL
1649,75.58333,84.58333,52.75,85.16667,74.5208325,FAIL
1650,68.08333,78.75,67.5,87.08333,75.354165,PASS
1651,60.91667,88.25,53.83333,86.08333,72.2708325,FAIL
1652,93.08333,78.5,73,83.41667,82,PASS
1653,59,84,63.83333,76.41667,70.8125,FAIL
1654,77.66667,79.83333,72.25,54.08333,70.9583325,FAIL
1655,52,71,48.5,82.83333,63.5833325,FAIL
1656,51.16667,68.5,78.16667,49.83333,61.9166675,FAIL
1657,54.08333,65.91667,84.5,60.75,66.3125,FAIL
1658,52.75,85,78,91.75,76.875,PASS
1659,68.16667,84.33333,88.25,69.91667,77.6666675,PASS
1660,93.66667,84.75,83.58333,61.5,80.875,PASS
1661,55.58333,44.5,48.75,55.16667,51,FAIL
1662,60.16667,60.25,73.58333,90.91667,71.2291675,FAIL
1663,84.75,61.25,86,75,76.75,PASS
1664,82.5,65.25,55.41667,65.33333,67.125,FAIL
1665,61.5,53.66667,72.75,75.75,65.9166675,FAIL
1666,77.66667,77.58333,89.91667,57.33333,75.625,PASS
1667,78.33333,49.5,76,63.08333,66.729165,FAIL
1668,74.66667,85.33333,79.66667,64.16667,75.958335,PASS
1669,87.33333,93.75,75.16667,54.16667,77.6041675,PASS
1670,69.75,71.58333,74.08333,60.08333,68.8749975,FAIL
1671,85.66667,91.66667,52,58.41667,71.9375025,FAIL
1672,73.5,83.5,81.41667,58,74.1041675,FAIL
1673,63.5,67.66667,72.08333,69.58333,68.2083325,FAIL
1674,61.5,84,87,85.08333,79.3958325,PASS
1675,70.25,68.58333,61.08333,50.08333,62.4999975,FAIL
1676,93,70,48.58333,83.91667,73.875,FAIL
1677,74.25,66.58333,80.58333,76.25,74.416665,FAIL
1678,48.5,68.83333,65.33333,82,66.166665,FAIL
1679,66.58333,85,54.41667,73.75,69.9375,FAIL
1680,82.41667,90.33333,73.58333,68.66667,78.75,PASS
1681,80.16667,73.08333,51.33333,66.16667,67.6875,FAIL
1682,61.16667,87.33333,84.5,90.33333,80.8333325,PASS
1683,63.58333,91.91667,67,52,68.625,FAIL
1684,74.66667,69.66667,61.41667,89.83333,73.895835,FAIL
1685,85.58333,75.41667,75.25,85.75,80.5,PASS
1686,46.75,65.66667,80.91667,73.08333,66.6041675,FAIL
1687,55.25,79.75,77.16667,53.83333,66.5,FAIL
1688,83.5,82.66667,53.75,75.5,73.8541675,FAIL
1689,54.41667,79.08333,88.91667,85.08333,76.875,PASS
1690,72,73,89.66667,82.08333,79.1875,PASS
1691,70,57.16667,85.58333,74.58333,71.8333325,FAIL
1692,51.33333,77.25,78.25,46.66667,63.375,FAIL
1693,83.16667,65.33333,49.08333,79.5,69.2708325,FAIL
1694,87.25,80.75,55.41667,54.66667,69.520835,FAIL
1695,60.16667,79.91667,52.33333,85.25,69.4166675,FAIL
1696,58.08333,77.08333,85.75,69.75,72.666665,FAIL
1697,90.66667,64.25,74.16667,52,70.270835,FAIL
1698,50.75,56.66667,53.66667,66.25,56.833335,FAIL
1699,78.58333,73.91667,63,70.33333,71.4583325,FAIL
1700,83.5,57.33333,54.33333,53.08333,62.0624975,FAIL
1701,77.5,58.25,88.08333,80.5,76.0833325,PASS
1702,61.33333,88.33333,63.58333,64.83333,69.52083,FAIL
1703,85.75,89.91667,79.25,72.83333,81.9375,PASS
1704,58.08333,54,83.91667,52.75,62.1875,FAIL
1705,80.75,74.25,70.66667,76.91667,75.645835,PASS
1706,88,72.83333,53.75,62.66667,69.3125,FAIL
1707,76.16667,57.83333,69.91667,85.41667,72.333335,FAIL
1708,91.75,84.33333,78,61.91667,79,PASS
1709,76,81.91667,85.08333,80,80.75,PASS
1710,92.75,72.83333,58.5,59.16667,70.8125,FAIL
1711,66.41667,61.16667,64.25,48,59.958335,FAIL
1712,94.5,92.75,64.16667,55,76.6041675,PASS
1713,53,84.91667,87.25,82.41667,76.895835,PASS
1714,74.5,65.33333,65.75,80.66667,71.5625,FAIL
1715,73.33333,63.5,64,61.75,65.6458325,FAIL
1716,70.16667,55.5,66.41667,78.5,67.645835,FAIL
1717,78.91667,49.83333,53,70.16667,62.9791675,FAIL
1718,86.58333,56,81.91667,50.5,68.75,FAIL
1719,64.08333,58.08333,79.33333,58.83333,65.08333,FAIL
1720,57.41667,72.16667,74.5,75.5,69.895835,FAIL
1721,68.91667,64.08333,70.58333,70.91667,68.625,FAIL
1722,89.83333,69.08333,83.66667,50.08333,73.166665,FAIL
1723,85.08333,55.5,77.41667,51.08333,67.2708325,FAIL
1724,78.83333,93.5,75.25,83.58333,82.791665,PASS
1725,70.66667,82.08333,52.83333,69.91667,68.875,FAIL
1726,62,64.83333,59.83333,80.25,66.729165,FAIL
1727,76.16667,53.08333,62.33333,65.41667,64.25,FAIL
1728,85.91667,76,54.08333,83.5,74.875,FAIL
1729,66.58333,69.83333,46.75,60.66667,60.9583325,FAIL
1730,61.58333,53,59.16667,46.75,55.125,FAIL
1731,64.75,88.5,84.5,96.5,83.5625,PASS
1732,75.16667,84.58333,57.41667,62.25,69.8541675,FAIL
1733,73.16667,82.66667,66.16667,69.91667,72.97917,FAIL
1734,92.66667,57.16667,90.33333,70.08333,77.5625,PASS
1735,90.5,55.75,61,76.08333,70.8333325,FAIL
1736,65.33333,81.33333,95,49.66667,72.8333325,FAIL
1737,61.41667,69.66667,89.08333,65.91667,71.520835,FAIL
1738,87.33333,81.91667,69.58333,62.75,75.3958325,PASS
1739,59.16667,88.16667,62.16667,65.41667,68.72917,FAIL
1740,90.16667,75.41667,80,48,73.395835,FAIL
1741,64.5,69.08333,81.25,75.91667,72.6875,FAIL
1742,52.5,84.91667,65.33333,93.75,74.125,FAIL
1743,78.75,92.75,63.91667,61.58333,74.25,FAIL
1744,66.58333,79.5,89,66.83333,75.479165,PASS
1745,95.75,51.08333,91.66667,59.91667,74.6041675,FAIL
1746,56,69.08333,66.5,82,68.3958325,FAIL
1747,64.16667,66.33333,65,75.08333,67.6458325,FAIL
1748,90.25,71.66667,76,50.5,72.1041675,FAIL
1749,61.5,87.25,91.33333,59,74.7708325,FAIL
1750,66.25,48.5,57.91667,67.5,60.0416675,FAIL
1751,77.75,88,72.58333,58.16667,74.125,FAIL
1752,69.33333,50,55.91667,67.41667,60.6666675,FAIL
1753,58.83333,67,82.5,59.41667,66.9375,FAIL
1754,52.33333,56.58333,70.83333,68.91667,62.166665,FAIL
1755,63.58333,63,82.08333,56.75,66.354165,FAIL
1756,89.91667,68.83333,80.41667,91.25,82.6041675,PASS
1757,67.75,55.25,77.83333,63.83333,66.166665,FAIL
1758,65.58333,77.58333,58.58333,83.08333,71.20833,FAIL
1759,87.08333,93,90.83333,80.16667,87.7708325,PASS
1760,87.66667,50.58333,83.08333,73.41667,73.6875,FAIL
1761,73,55.16667,72.66667,85.75,71.645835,FAIL
1762,48.83333,79.41667,50.5,89.41667,67.0416675,FAIL
1763,75.58333,61.83333,88,54.83333,70.0624975,FAIL
1764,72.75,72.08333,85.41667,90.75,80.25,PASS
1765,82,61.41667,73.08333,67.08333,70.8958325,FAIL
1766,59,69.75,70,78.08333,69.2083325,FAIL
1767,77.08333,83.58333,60.5,63.16667,71.0833325,FAIL
1768,61,65.83333,47.91667,71.66667,61.6041675,FAIL
1769,88.5,70.41667,70.75,92,80.4166675,PASS
1770,78.08333,74.83333,82.91667,84.75,80.1458325,PASS
1771,85.33333,71.41667,62.58333,53.83333,68.291665,FAIL
1772,81.33333,73.33333,56.75,61.33333,68.1874975,FAIL
1773,58.75,61.33333,56.5,87.41667,66,FAIL
1774,69.58333,89.41667,76.41667,82.66667,79.520835,PASS
1775,84.66667,81.91667,66.25,59.5,73.083335,FAIL
1776,87.16667,66,74.5,52.75,70.1041675,FAIL
1777,83.5,81.08333,63.25,79.83333,76.916665,PASS
1778,51.91667,58.08333,66.33333,63.58333,59.979165,FAIL
1779,72.08333,81.66667,60,68.16667,70.4791675,FAIL
1780,59.08333,52.08333,75.41667,54.5,60.2708325,FAIL
1781,53.08333,79.58333,80,77.25,72.479165,FAIL
1782,68.91667,66,65.41667,71.83333,68.0416675,FAIL
1783,63.41667,59.58333,72.25,68.41667,65.9166675,FAIL
1784,77.83333,75.91667,72.66667,75.33333,75.4375,PASS
1785,67.08333,82.91667,77.33333,72.08333,74.854165,FAIL
1786,71.16667,57.83333,60.58333,69.41667,64.75,FAIL
1787,72.33333,80.91667,62,95.16667,77.6041675,PASS
1788,48,76,77.08333,49.5,62.6458325,FAIL
1789,59.25,59.66667,79.75,73.83333,68.125,FAIL
1790,53.5,86.08333,59.58333,87.91667,71.7708325,FAIL
1791,90.5,70.66667,71.25,85.58333,79.5,PASS
1792,64.75,76.91667,78.08333,72,72.9375,FAIL
1793,83.91667,68.66667,76.16667,88.08333,79.208335,PASS
1794,80.16667,89,65.16667,86.66667,80.2500025,PASS
1795,54.25,75.16667,54.41667,48.75,58.145835,FAIL
1796,62.58333,78.75,60.5,69.83333,67.916665,FAIL
1797,65.16667,67.91667,55,72.33333,65.1041675,FAIL
1798,93.33333,54.16667,80.33333,88.33333,79.041665,PASS
1799,85.5,59.16667,61.5,66.91667,68.270835,FAIL
1800,90,60.91667,67.66667,77.5,74.020835,FAIL
1801,88.75,59.83333,52.75,82.75,71.0208325,FAIL
1802,82,54.08333,57.5,87.33333,70.229165,FAIL
1803,73.5,53,51.5,81.91667,64.9791675,FAIL
1804,51.25,86.66667,54.58333,85.83333,69.5833325,FAIL
1805,90.33333,55.83333,67.66667,74.41667,72.0625,FAIL
1806,73.5,47.75,69.5,61.16667,62.9791675,FAIL
1807,54.75,77.5,85.66667,83.66667,75.395835,PASS
1808,92.16667,54.16667,81,63.08333,72.6041675,FAIL
1809,89.33333,88.75,64.66667,83.75,81.625,PASS
1810,90.08333,90,48.66667,63.08333,72.9583325,FAIL
1811,82.33333,74.75,65.66667,53.08333,68.9583325,FAIL
1812,66.5,80.83333,75.66667,56.08333,69.7708325,FAIL
1813,58.58333,82.16667,75.83333,85.91667,75.625,PASS
1814,68.58333,86.25,82.58333,73.08333,77.6249975,PASS
1815,65.5,56.25,64.08333,77,65.7083325,FAIL
1816,75.91667,62.5,77.66667,54.58333,67.6666675,FAIL
1817,71.33333,47.75,88.16667,56.91667,66.0416675,FAIL
1818,53.91667,80.58333,63.75,54,63.0625,FAIL
1819,79.75,84.5,67,89.58333,80.2083325,PASS
1820,49.16667,73.5,77.08333,81.91667,70.4166675,FAIL
1821,82.91667,53.66667,65.58333,53.75,63.9791675,FAIL
1822,52,89.58333,87.58333,69.25,74.604165,FAIL
1823,62.33333,77.25,57.83333,77.75,68.791665,FAIL
1824,56.5,66.66667,80.91667,67.91667,68.0000025,FAIL
1825,71.5,90.5,76.75,75.66667,78.6041675,PASS
1826,53.08333,62.41667,71.58333,58.58333,61.416665,FAIL
1827,64.91667,91.5,82.08333,79.33333,79.4583325,PASS
1828,67.33333,84.58333,81.66667,72.33333,76.479165,PASS
1829,49.16667,79.83333,90.83333,64.41667,71.0625,FAIL
1830,93,54.08333,77.75,89.16667,78.5,PASS
1831,59.08333,88.25,92.25,67,76.6458325,PASS
1832,71.83333,71.83333,77.33333,76.16667,74.291665,FAIL
1833,54.33333,81.75,61.5,60.16667,64.4375,FAIL
